Buy_CountI,Buy_CountN,Buy_I_Volume,Buy_N_Volume,Sell_CountI,Sell_CountN,Sell_I_Volume,Sell_N_Volume,bvol,cs,cs_id,eps,id,isin,l18,l30,mv,pc,pcc,pcp,pd1,pd2,pd3,pd4,pd5,pe,pf,pl,plc,plp,pmax,pmin,po1,po2,po3,po4,po5,py,qd1,qd2,qd3,qd4,qd5,qo1,qo2,qo3,qo4,qo5,time,tmax,tmin,tno,tval,tvol,z,zd1,zd2,zd3,zd4,zd5,zo1,zo2,zo3,zo4,zo5
44,0,19674328,0,102,3,6524328,13150000,1,استخراج سایر معادن,14,209,67690708346979840,IRO1TAMI0001,کماسه,تامین‌ ماسه‌ ریخته‌گری,29580000000000,4930,140,2.92,4930,4920,4790,4700,4650,23.6,4930,4930,140,2.92,4930,4930,0,0,0,0,0,4790,9153100,20250,8246,5000,86076,0,0,0,0,0,12:28:11,4930,4650,242,96994437040,19674328,6000000000,97,1,2,1,3,0,0,0,0,0
57,3,5437518,14654515,120,5,13717310,6374723,1,خرده‌فروشی، به‌استثنای وسایل نقلیه موتوری,47,345,34540569618314880,IRO3GASZ0001,قاسم,قاسم ایران,114041141118565,2395,68,2.92,2396,2395,2393,2392,2384,6.9,2394,2396,69,2.97,2396,2306,2470,0,0,0,0,2327,15600802,5000,20950,4100,10000,2043,0,0,0,0,12:25:24,2396,2258,241,48114471997,20092033,47616342847,48,1,1,1,1,1,0,0,0,0
61,0,11870223,0,151,1,4072600,7797623,6797582,فعالیت‌های فرهنگی و ورزشی,93,92,22259718159702272,IRO7ESLP0001,استقلال,استقلال,13791089700000,1278,1,0.08,1281,1275,1270,1269,1268,13.9,1299,1280,3,0.23,1302,1255,1288,1290,1294,1295,1298,1277,100000,8973,50000,203934,78969,2060,831396,1030,1817,55060,12:29:32,1302,1252,240,15169610685,11870223,10791150000,1,1,1,5,2,2,11,1,2,5
59,1,18494785,300000,104,3,11294785,7500000,1,محصولات غذایی و آشامیدنی به جز قند و شکر,42,1338,37842793167868642,IRO3VITZ0001,غویتا,ویتانا,40530000000000,5790,160,2.84,5790,5630,5580,5500,5470,4.3,5790,5790,160,2.84,5790,5790,0,0,0,0,0,5630,18625702,321837,20000,91530,109000,0,0,0,0,0,12:29:01,5790,5470,240,108821805150,18794785,7000000000,170,7,1,2,4,0,0,0,0,0
36,0,1497249,0,114,4,269249,1228000,1,محصولات شیمیایی,44,12273,21772258644715569,IRO1PGDR0001,شغدیر,پتروشیمی غدیر,98995000000000,76150,2210,2.99,76150,75900,74500,74030,73940,6.2,76150,76150,2210,2.99,76150,76150,0,0,0,0,0,73940,1561240,6557,10100,76,2751,0,0,0,0,0,12:22:15,76150,71730,239,114015511350,1497249,1300000000,213,3,2,1,3,0,0,0,0,0
35,0,18163120,0,153,2,15049120,3114000,1,خودرو و ساخت قطعات,34,-96,42075223783409640,IRO1AZIN0001,خاذین,سایپاآذین,13006167417474,2919,71,2.49,2933,2910,2905,2904,2903,-30.4,2900,2933,85,2.98,2933,2870,2950,2968,2970,0,0,2848,6817037,130000,20000,20000,30000,5000,205000,40000,0,0,12:28:53,2933,2763,239,53012337901,18163120,4455692846,35,1,1,1,3,1,2,1,0,0
129,0,1405272,0,73,1,405018,1000254,1,صندوق سرمایه‌گذاری قابل معامله,68,,43664630566988630,IRT3FMTF0001,فلزفارابی,صندوق س.بخشی فلز فارابی-ب,18776000000000,37552,1082,2.97,37564,37500,37450,37429,37425,,36510,37564,1094,3,37564,36510,0,0,0,0,0,36470,46514,300,965,133,159,0,0,0,0,0,12:16:59,37564,35376,239,52771002315,1405272,500000000,8,1,1,1,1,0,0,0,0,0
75,4,2443026,42712728,80,5,4636185,40519569,1,صندوق سرمایه‌گذاری قابل معامله,68,,62708526880913292,IRT3SELF0001,ساحل,ص.ساحل سرمایه امن خلیج فارس-د,135153000000000,30034,28,0.09,30034,30033,30032,30031,30030,,30034,30035,29,0.1,30035,30034,30035,30036,30037,30038,30039,30006,223956521,3000000,3000000,3000000,3000000,23785555,200000,200000,200000,205000,12:55:57,30906,29106,239,1356225397430,45155754,4500000000,17,1,1,1,1,13,1,1,1,2
51,2,30631198,12318758,99,7,13317250,29632706,1,انبوه‌سازی، املاک و مستغلات,70,144,25514780181345713,IRO1SAKH0001,وساخت,سرمایه‌ گذاری‌ ساختمان‌ایران,58786236425006,1906,55,2.97,1906,1896,1880,1870,1869,13.2,1906,1906,55,2.97,1906,1906,1911,1922,1940,1983,1993,1851,17069508,220000,10598,11000,500000,5000,2700,10000,56000,28000,12:28:09,1906,1796,238,81862616136,42949956,30842726351,75,1,1,1,1,1,1,1,2,2
43,2,12534475,600000,135,1,8708897,4425578,1,عرضه برق، گاز، بخار و آب گرم,40,599,62603302940123327,IRO1SNRO0001,ونیرو,سرمایه‌گذاری‌نیرو,54495000000000,3460,100,2.98,3460,3440,3400,3370,3360,5.8,3460,3460,100,2.98,3460,3460,0,0,0,0,0,3360,177151770,150000,300000,110000,898401,0,0,0,0,0,12:24:01,3460,3260,238,45445283500,13134475,15750000000,860,1,1,2,16,0,0,0,0,0
87,4,21620510,1200000,47,6,315126,22505384,1,فلزات اساسی,27,1184,43716452378323683,IRO3KZIZ0001,فزرین,زرین معدن آسیا,40033000000000,9310,270,2.99,9310,9300,9190,9080,9050,7.9,9310,9310,270,2.99,9310,9310,0,0,0,0,0,9040,39573483,11538,11000,300000,2500,0,0,0,0,0,12:26:18,9310,8770,237,212458948100,22820510,4300000000,325,2,1,1,1,0,0,0,0,0
79,2,8428413,29363734,93,2,11848888,25943259,1,صندوق سرمایه‌گذاری قابل معامله,68,,55308018877404137,IRT3SAMF0001,سام,صندوق س.درآمد ثابت سام-د,70385520000000,21459,26,0.12,21459,21458,21457,21456,21455,,21459,21460,27,0.13,21460,21459,21460,21461,21462,21463,21464,21433,150000000,1000000,1000000,1000000,1029194,15000000,10000,10000,10000,10000,13:01:41,22075,20791,237,821350291136,38275178,3280000000,1,1,1,1,4,1,1,1,1,1
102,3,4040626,391833,100,3,572407,3860052,1,صندوق سرمایه‌گذاری قابل معامله,68,,66036975502302203,IRT1CFIF0001,فیروزه,صندوق شاخص30 شرکت فیروزه- سهام,28478400000000,35598,1036,3,35598,35595,35530,35450,35415,,35598,35598,1036,3,35598,35305,0,0,0,0,0,34562,1918284,4350,29,13000,6460,0,0,0,0,0,12:25:58,35598,33526,236,157786188207,4432459,800000000,86,2,1,2,2,0,0,0,0,0
78,0,24158116,0,72,2,3458116,20700000,1,شرکت‌های چند رشته‌ای صنعتی,39,692,25336820825905643,IRO1NIKI0001,ونیکی,سرمایه‌گذاری‌ ملی‌ایران,548400000000000,4570,130,2.93,4570,4560,4550,4520,4510,6.6,4570,4570,130,2.93,4570,4570,0,0,0,0,0,4440,51446573,305500,2400,6999,6000,0,0,0,0,0,12:29:47,4570,4310,235,110402590120,24158116,120000000000,327,2,2,2,1,0,0,0,0,0
71,4,4882413,2935258,28,3,933139,6884532,1,صندوق سرمایه‌گذاری قابل معامله,68,,26458514535443899,IRT3KLJF0001,خلیج,صندوق س.گنجینه مینوخلیج فارس-س,37493000000000,37493,948,2.59,37513,37511,37500,37407,37405,,36888,37641,1096,3,37641,36888,0,0,0,0,0,36545,88,140,10000,2222,12528,0,0,0,0,0,12:29:37,37641,35449,235,293108077575,7817671,1000000000,1,1,1,1,1,0,0,0,0,0
78,9,35718264,26096084,26,1,1814348,60000000,1,صندوق سرمایه‌گذاری قابل معامله,68,,1825060609227181,IRT3AARF0001,تکپاد,صندوق س. مشترک آریان-س,31372000000000,31372,913,3,31372,31300,31290,31280,31270,,31371,31372,913,3,31372,31201,0,0,0,0,0,30459,3350942,3070800,3000000,3000000,3000381,0,0,0,0,0,12:28:55,31372,29546,234,1939214023264,61814348,1000000000,25,5,3,3,6,0,0,0,0,0
126,2,1631702,101880,53,2,616686,1116896,1,صندوق سرمایه‌گذاری قابل معامله,68,,58789178087946067,IRT3SVDF0001,داریوش,صندوق س. ثروت داریوش -س,48466000000000,48466,1408,2.99,48469,48462,48460,48456,48302,,47600,48469,1411,3,48469,47600,0,0,0,0,0,47058,45330,72080,8275,4444,2061,0,0,0,0,0,12:21:15,48469,45647,234,84020097211,1733582,1000000000,9,2,3,2,1,0,0,0,0,0
60,8,2144661,355427,47,3,51088,2449000,1,محصولات شیمیایی,44,8331,59486059679335017,IRO1PETR0001,وپترو,سرمایه‌گذاری صنایع پتروشیمی,143798200000000,79010,2300,3,79010,78000,76710,75500,74480,9.5,79010,79010,2300,3,79010,79010,105800,0,0,0,0,76710,4317123,100,4682,500,30000,109500,0,0,0,0,12:29:50,79010,74410,234,197531952880,2500088,1820000000,275,1,4,1,1,5,0,0,0,0
54,3,1131862,6074429,90,4,5942707,1263584,1,بیمه و صندوق بازنشستگی به جز تامین اجتماعی,66,1197,43966385447049549,IRO3BMDZ0001,ودی,بیمه  دی,119000000000000,5950,150,2.59,5950,5940,5930,5910,5900,5,5830,5970,170,2.93,5970,5830,5970,6060,6200,6420,0,5800,9700,5000,10000,10000,11360,561509,31876,20000,1,0,12:29:31,5970,5630,232,42855573190,7206291,20000000000,1,1,1,1,2,6,1,1,1,0
102,1,13639460,97086,54,1,8736546,5000000,1,فعالیت‌های کمکی به نهادهای مالی واسط,67,337,60162288821230099,IRO3DIBZ0001,تماوند,تامین سرمایه دماوند,48258000000000,2298,43,1.91,2304,2303,2302,2299,2292,6.8,2322,2316,61,2.71,2322,2272,2318,2319,2321,2322,2344,2255,100000,25950,100000,33159,5000,5000,1023780,1119035,772738,5000,12:29:57,2322,2188,232,31565963865,13736546,21000000000,1,1,1,1,1,1,2,2,9,1
114,0,133672,0,34,1,33672,100000,1,صندوق سرمایه‌گذاری قابل معامله,68,,22839330962768817,IRT3SMIF0001,آتیمس,صندوق س.آرمان آتیه درخشان مس-س,49405100000000,988102,22137,2.29,994943,994259,989345,989343,988001,,970182,994943,28978,3,994943,970182,0,0,0,0,0,965965,30,6,316,3927,500,0,0,0,0,0,12:27:56,994943,936987,231,132081579602,133672,50000000,1,1,3,1,1,0,0,0,0,0
81,0,2963342,0,111,0,2963342,0,1,محصولات کاغذی,21,476,53113471126689455,IRO1KRTI0001,چکارن,کارتن‌ ایران,13958432400000,4720,120,2.61,4730,4710,4700,4690,4670,9.9,4670,4710,110,2.39,4730,4650,4740,4760,4800,4900,4990,4600,50000,4252,94113,10000,17669,2000,50000,7000,7000,5000,12:29:21,4730,4470,231,13985103220,2963342,2957295000,1,1,2,1,4,1,1,1,1,2
62,7,58744531,9000000,85,3,2950038,64794493,1,ماشین‌آلات و تجهیزات,29,271,10236455588057352,IRO3EELZ0001,انتخاب,گروه انتخاب الکترونیک آرمان,358203648608000,2336,68,3,2336,2269,2268,2201,2200,8.6,2336,2336,68,3,2336,2336,0,0,0,0,0,2268,238281364,150000,94000,5000,308125,0,0,0,0,0,12:29:55,2336,2200,229,158251224416,67744531,153340603000,319,1,4,1,3,0,0,0,0,0
62,3,5546792,300000,112,1,2266792,3580000,1,شرکت‌های چند رشته‌ای صنعتی,39,2109,48010225447410247,IRO1BANK0001,وبانک,سرمایه گذاری گروه توسعه ملی,575362500000000,11450,330,2.97,11450,11400,11370,11300,11150,5.4,11450,11450,330,2.97,11450,11450,16200,0,0,0,0,11120,175147385,2000,1000,100000,10000,300000,0,0,0,0,12:29:57,11450,10790,227,66945768400,5846792,50250000000,1981,3,1,1,2,1,0,0,0,0
52,0,113295,0,142,1,83295,30000,1,سیمان، آهک و گچ,53,44486,61310599391543522,IRO3CBBP0001,سباقر,سیمان باقران,209340000000000,348900,10100,2.98,348900,348800,348700,346700,345000,7.8,348900,348900,10100,2.98,348900,348900,0,0,0,0,0,338800,923508,377,700,1000,4260,0,0,0,0,0,12:29:43,348900,328700,227,39528625500,113295,600000000,671,3,3,1,6,0,0,0,0,0
72,0,3938307,0,96,3,2121707,1816600,1,استخراج زغال سنگ,10,1904,8977369674477111,IRO1TBAS0001,کطبس,ذغال‌سنگ‌ نگین‌ ط‌بس,33072000000000,16960,390,2.35,17060,16930,16850,16810,16800,8.9,16170,17060,490,2.96,17060,16160,17250,17700,17770,0,0,16570,78401,2305,30000,220298,14500,310,300,1103,0,0,12:29:56,17060,16080,226,66806110780,3938307,1950000000,10,2,1,4,1,1,1,2,0,0
67,3,206914,136625,70,21,275487,68052,1,صندوق سرمایه‌گذاری قابل معامله,68,,68376789401977331,IRTKGOLN0001,گلدیس,صندوق س.پشتوانه طلا گلدیس نوین,44064000000000,44064,-395,-0.89,44121,44120,44118,44061,44060,,44233,44121,-338,-0.76,44272,43612,44229,44230,44232,44266,44267,44459,638,700,6488,123,1023,5403,11249,20204,300,200,13:03:58,48904,40014,226,16985279656,385467,1000000000,1,2,3,1,2,1,6,4,2,1
61,1,12776537,50000,84,2,12541537,285000,1,انبوه‌سازی، املاک و مستغلات,70,1129,68909035712962732,IRO3BGHZ0001,ثباغ,شهر سازی و خانه سازی باغمیشه,35389200000000,7660,220,2.96,7660,7650,7640,7630,7620,6.8,7660,7660,220,2.96,7660,7600,7760,7910,7980,8150,8210,7440,242553,100000,1000,1140,8014,132321,1500,1727,1000,62853,12:23:07,7660,7220,226,98222500520,12826537,4620000000,9,2,1,1,2,1,1,2,1,3
49,0,834174,0,83,0,834174,0,1,انبوه‌سازی، املاک و مستغلات,70,378,15726796686853780,IRO3OSHZ0001,ثعمرا,عمران و توسعه شاهد,19422000000000,14940,410,2.82,14960,14930,14820,14810,14790,39.5,14900,14960,430,2.96,14960,14700,0,0,0,0,0,14530,18811,9980,723,2100,350,0,0,0,0,0,12:26:36,14960,14100,224,12465961300,834174,1300000000,3,1,1,2,1,0,0,0,0,0
70,0,9820527,0,82,2,8644258,1176269,1,سرمایه‌گذاری‌ها,56,827,47841327496247362,IRO1IDOC0001,واعتبار,سرمایه گذاری اعتبار ایران,12180000000000,3480,90,2.65,3490,3460,3440,3430,3420,4.2,3490,3490,100,2.95,3490,3440,0,0,0,0,0,3390,507992,42265,53290,3000,3000,0,0,0,0,0,12:26:12,3490,3290,223,34147618170,9820527,3500000000,9,2,3,1,1,0,0,0,0,0
32,2,10341204,6000000,104,2,10472204,5869000,1,بیمه و صندوق بازنشستگی به جز تامین اجتماعی,66,-1825,48511238766369097,IRO1BDAN0001,دانا,بیمه دانا,47942102208000,2464,70,2.92,2465,2455,2450,2449,2400,-1.4,2390,2465,71,2.97,2465,2390,2532,2551,0,0,0,2394,1598982,6694,49468,17200,80000,10000,125555,0,0,0,12:29:42,2465,2323,223,40270104666,16341204,19457022000,30,2,2,3,1,1,2,0,0,0
58,0,20522352,0,101,0,20522352,0,1,حمل و نقل، انبارداری و ارتباطات,60,28,50587892784913370,IRO7DLIP0001,حشکوه,دلیجان طلایی شکوه پارس,15865410000000,1441,38,2.71,1445,1442,1440,1434,1425,51.5,1442,1445,42,2.99,1445,1410,0,0,0,0,0,1403,13758957,103945,40000,24868,50000,0,0,0,0,0,12:29:32,1445,1361,223,29575028226,20522352,11010000000,43,2,1,1,1,0,0,0,0,0
51,0,1515757,0,137,3,611314,904443,1,سیمان، آهک و گچ,53,5074,35331248532537562,IRO1ARDS0001,اردستان,سیمان اردستان,67873000000000,29900,870,3,29900,29030,28500,28260,28200,5.9,29900,29900,870,3,29900,29900,0,0,0,0,0,29030,1176196,4518,95000,18665,10531,0,0,0,0,0,12:28:34,29900,28160,221,45321134300,1515757,2270000000,114,3,1,1,3,0,0,0,0,0
11,0,6295244,0,157,1,1295244,5000000,1,صندوق سرمایه‌گذاری قابل معامله,68,,36255121262639515,IRT3MESF0001,مسگون,صندوق س.بخشی گستره فیروزه4-ب,13943000000000,13943,406,3,13943,13940,13920,13900,13888,,13943,13943,406,3,13943,13943,28000,41500,0,0,0,13537,86613062,10000,884,644,32052,3300,1600,0,0,0,12:29:28,13943,13131,220,87774587092,6295244,1000000000,552,1,1,2,2,1,1,0,0,0
83,2,19518189,444237,79,6,6487686,13474740,1,بیمه و صندوق بازنشستگی به جز تامین اجتماعی,66,612,39751275523025334,IRO3ETKZ0001,اتکای,بیمه اتکایی ایرانیان,75114000000000,2782,79,2.92,2768,2766,2753,2752,2750,4.5,2683,2780,77,2.85,2784,2683,2780,2781,2782,2784,2858,2703,10000,12000,72386,2000,160513,77349,100961,150000,3831646,5250,12:29:59,2784,2622,220,55543341532,19962426,27000000000,1,2,3,1,2,1,1,1,7,1
25,1,6921962,1416571,103,3,5323618,3014915,1,اطلاعات و ارتباطات,73,332,63830424809501048,IRO3APDZ0001,اپرداز,آتیه داده پرداز,11947500000000,5310,150,2.91,5310,5300,5290,5270,5220,16,5310,5310,150,2.91,5310,5210,0,0,0,0,0,5160,9225602,50000,10000,10000,200000,0,0,0,0,0,12:27:29,5310,5010,220,44253715730,8338533,2250000000,45,1,1,1,1,0,0,0,0,0
94,0,1293170,0,28,2,300548,992622,1,لاستیک و پلاستیک,25,985,72044846109864381,IRO3ARTZ0001,پارتا,مجتمع صنعتی آرتاویل تایر,119722000000000,19310,550,2.93,19300,19260,19220,18200,0,19.6,19320,19310,550,2.93,19320,19230,19310,19320,0,0,0,18760,1303,270,1282,6631,0,37178,60200,0,0,0,12:29:49,19320,18200,220,24973568420,1293170,6200000000,1,1,2,5,0,1,2,0,0,0
119,2,947817,196867,37,4,185684,959000,1,سیمان، آهک و گچ,53,8458,4528607775462304,IRO1SFNO0001,سفانو,سیمان فارس نو,93712000000000,58570,1700,2.99,58570,58560,58500,58440,58400,6.9,58570,58570,1700,2.99,58570,58570,0,0,0,0,0,56870,1347617,138,1000,8000,5090,0,0,0,0,0,12:25:44,58570,55170,219,67044141880,1144684,1600000000,131,1,1,2,2,0,0,0,0,0
113,1,13469123,38591600,22,1,46905454,5155269,1,صندوق سرمایه‌گذاری قابل معامله,68,,50503654866742146,IRT1ETHM0001,هامرز,صندوق س اعتماد هامرز-ثابت,25027500000000,10011,-259,-2.52,10011,10010,10009,10008,10007,,10011,10012,-258,-2.51,10012,10011,10012,10013,10014,10015,10016,10270,99810249,1014350,1000000,1000000,1000000,19994816,100000,100000,100000,100000,12:57:46,10578,9962,219,521234971137,52065723,2500000000,15,3,1,1,1,20,1,1,1,1
108,0,7805644,0,35,0,7805644,0,1,رایانه و فعالیت‌های وابسته به آن,72,0,44384450315448120,IRR3KPEZ0101,تاپکیشح,ح.تجارت الکترونیک پارسیان کیش,6893284000000,1426,-44,-2.99,0,0,0,0,0,0,1426,1426,-44,-2.99,1426,1426,1426,1427,1465,1468,1470,1470,0,0,0,0,0,45782624,5707,5520,38130,42430,12:16:32,1514,1426,218,11130848344,7805644,4834000000,0,0,0,0,0,265,2,2,1,4
77,2,8330820,881655,90,1,7166489,2045986,1,رایانه و فعالیت‌های وابسته به آن,72,141,27952969918967492,IRO1RKSH0001,رکیش,کارت اعتباری ایران کیش,27480000000000,2748,79,2.96,2749,2743,2742,2740,2739,19.5,2740,2749,80,3,2749,2730,2780,2794,0,0,0,2669,143677,20000,40367,36361,13000,5000,6596,0,0,0,12:29:18,2749,2589,215,25317966902,9212475,10000000000,2,1,2,1,1,2,3,0,0,0
5,2,55317,246122,195,1,296439,5000,1,محصولات غذایی و آشامیدنی به جز قند و شکر,42,4668,9956888831468521,IRO3ARDZ0001,آردینه,نشاسته و گلوکز آردینه,63880000000000,31940,930,3,31940,31900,31850,31750,31600,6.8,31940,31940,930,3,31940,31940,32400,32410,33150,33160,33380,31010,4849767,3460,3000,1765,159,145,156,1500,345,1201,12:28:48,31940,30080,214,9627961660,301439,2000000000,154,2,2,2,1,1,1,1,2,4
45,1,1358963,90000,89,2,695963,753000,1,مواد و محصولات دارویی,43,4755,70474983732269112,IRO1PDRO0001,دپارس,پارس‌ دارو,153517000000000,62660,1820,2.99,62660,62500,61810,61800,61190,13.2,62660,62660,1820,2.99,62660,62660,63050,63070,64450,65660,104760,60840,2152642,100,200,9000,2618,81,80,89,580,752,12:26:56,62660,59020,214,90792021580,1448963,2450000000,114,1,1,2,4,1,1,2,3,2
62,5,9077648,5445410,46,5,4928580,9594478,1,حمل و نقل آبی,61,944,28253678449273505,IRO3KHZZ0001,حخزر,کشتیرانی دریای خزر,124800000000000,8320,240,2.97,8320,8310,8210,8170,7880,8.8,8320,8320,240,2.97,8320,8310,0,0,0,0,0,8080,1307992,719,40500,38000,700,0,0,0,0,0,12:29:52,8320,7840,213,120830692560,14523058,15000000000,40,1,1,1,1,0,0,0,0,0
69,1,6054745,40000,53,1,6053516,41229,819341,فلزات اساسی,27,1119,44296315953738727,IRO7FAHP0001,فاهواز,نورد و لوله اهواز,40503330000000,7170,-20,-0.28,7190,7140,7130,7120,0,6.4,7130,7190,0,0,7260,7120,7250,7260,0,0,0,7190,9990,50000,2546,327025,0,20000,93000,0,0,0,12:29:25,7260,7120,213,43701529240,6094745,5649000000,1,1,1,4,0,1,3,0,0,0
55,1,951876,21811,104,0,973687,0,1,محصولات شیمیایی,44,317,57157873359416943,IRO3SHEP0001,شرنگی,شیمیایی رنگین,19370000000000,19370,490,2.6,19440,19390,19370,19280,19150,61.1,18350,19440,560,2.97,19440,18350,20010,20620,0,0,0,18880,189740,4200,6800,19000,78879,2969,46000,0,0,0,12:24:03,19440,18320,213,18858723400,973687,1000000000,3,1,2,1,3,1,2,0,0,0
69,5,2124991,2029984,52,4,1163560,2991415,1,بیمه و صندوق بازنشستگی به جز تامین اجتماعی,66,813,5599691633622269,IRO3MLIZ0001,بخاور,بیمه زندگی خاورمیانه,31300000000000,6260,130,2.12,6200,6160,6130,6100,6080,7.7,5980,6310,180,2.94,6310,5980,6310,6350,6430,6660,0,6130,30000,10000,18976,11300,1000,125911,6858,300000,800,0,12:29:57,6310,5950,212,25995109780,4154975,5000000000,1,1,3,2,1,5,1,1,1,0
38,1,12019064,6900000,38,2,11013987,7905077,1,سرمایه‌گذاری‌ها,56,399,9141577977527107,IRO7VIRP0001,وایرا,سرمایه گذاری صنایع ایران,7260000000000,3300,90,2.8,3270,3260,3250,3240,3210,8.3,3300,3300,90,2.8,3300,3230,0,0,0,0,0,3210,300000,300000,61033,15683,52425,0,0,0,0,0,12:29:50,3300,3120,212,62405170540,18919064,2200000000,1,1,3,1,2,0,0,0,0,0
30,0,22891943,0,134,4,301943,22590000,1,بیمه و صندوق بازنشستگی به جز تامین اجتماعی,66,644,24253947487334809,IRO3MONZ0001,معین,بیمه ایران - معین,66217000000000,2879,83,2.97,2879,2843,2800,2796,2734,4.5,2879,2879,83,2.97,2879,2879,0,0,0,0,0,2796,47650016,10000,50000,50000,100000,0,0,0,0,0,12:24:59,2879,2713,212,65905903897,22891943,23000000000,120,1,1,1,2,0,0,0,0,0
59,0,12663036,0,120,1,10663036,2000000,1,محصولات شیمیایی,44,231,43781018754867729,IRO1SHFS0001,شفارس,صنایع‌ شیمیایی‌ فارس,25108671762000,2103,61,2.99,2103,2068,2067,2066,2060,9.1,2103,2103,61,2.99,2103,2103,2108,2197,2200,2214,0,2042,401762,200000,5254,4000,3000000,6000,50000,2085,83260,0,12:29:40,2103,1981,212,26630364708,12663036,11939454000,10,1,1,1,3,1,1,1,3,0
45,5,417230,8368877,55,3,256456,8529651,1,صندوق سرمایه‌گذاری قابل معامله,68,,50139638026536387,IRT3ZAKF0001,زرین,صندوق س. سهام زرین کوروش-س,13016600000000,65083,1552,2.44,65436,65432,65211,65207,65206,,65118,65436,1905,3,65436,63656,66076,0,0,0,0,63531,9292,16,100,100,84,1,0,0,0,0,12:08:34,65436,61626,212,571830602241,8786107,200000000,10,1,1,1,1,1,0,0,0,0
41,1,1946758,96427,40,4,505170,1538015,1,صندوق سرمایه‌گذاری قابل معامله,68,,52497713622747990,IRT1AGGH0001,آلیاژ,صندوق س صنایع آگاه3-بخشی,31614000000000,31614,919,2.99,31615,31600,31500,31400,31300,,31614,31615,920,3,31615,31600,0,0,0,0,0,30695,1646343,67284,300,80000,80000,0,0,0,0,0,12:26:12,31615,29775,212,64592716508,2043185,1000000000,42,4,1,1,1,0,0,0,0,0
88,0,15855425,0,87,3,3155425,12700000,1,محصولات غذایی و آشامیدنی به جز قند و شکر,42,130,34032872653290886,IRO1LPAK0001,غپاک,لبنیات‌ پاک,30087855946960,2260,65,2.96,2260,2250,2200,2195,2193,17.4,2260,2260,65,2.96,2260,2260,0,0,0,0,0,2195,25054997,31886,20000,69029,119540,0,0,0,0,0,12:27:47,2260,2130,211,35833260500,15855425,13313210596,213,5,1,1,1,0,0,0,0,0
82,1,2870775,100000,78,2,2235775,735000,1,سیمان، آهک و گچ,53,1179,14617104402836487,IRO1SEIL0001,سیلام,سیمان‌ ایلام,27024000000000,22520,640,2.93,22530,22520,22500,22480,22250,19.1,21990,22530,650,2.97,22530,21990,23260,23280,23380,23970,0,21880,1750228,49000,10000,6935,4488,3867,1694,1448,34422,0,12:24:55,22530,21230,210,66899791560,2970775,1200000000,71,2,1,5,1,2,1,3,4,0
37,0,8394528,0,83,1,7744528,650000,1,سایر محصولات کانی غیرفلزی,54,-94,28325731560106431,IRO1SISH0001,کساپا,سایپاشیشه,12851000000000,3620,100,2.84,3620,3610,3600,3590,3580,-38.5,3620,3620,100,2.84,3620,3590,3670,3700,3710,3790,3800,3520,1859965,25169,7052,2009,1500,4549,1500,3500,30000,3500,12:29:20,3620,3420,210,30384886380,8394528,3550000000,24,4,3,1,1,1,1,2,1,2
33,3,1386742,180000,102,2,491702,1075040,1,مواد و محصولات دارویی,43,3831,28431095903407567,IRO3KSPZ0001,کاسپین,داروسازی کاسپین تامین,274485800000000,34570,1000,2.98,34570,34560,34500,34000,33670,9,34570,34570,1000,2.98,34570,34570,35070,35550,35660,35800,35900,33570,4621833,2883,20000,25000,2959,561,400,400,3000,3000,12:28:10,34570,32570,210,54162270940,1566742,7940000000,371,1,1,2,1,2,2,2,1,1
52,0,5440946,0,86,3,1086472,4354474,1,مواد و محصولات دارویی,43,1779,60451823714332895,IRO1DALZ0001,دالبر,البرزدارو,215600000000000,15400,440,2.94,15400,15290,15220,15200,15100,8.7,15400,15400,440,2.94,15400,15400,15730,15770,15970,16000,16230,14960,12205002,1247,350,100000,1000,1500,5000,323,2500,3500,12:21:53,15400,14520,210,83790568400,5440946,14000000000,296,1,1,1,1,1,1,1,1,2
68,2,10806636,56623363,35,3,9383358,58046641,1,صندوق سرمایه‌گذاری قابل معامله,68,,8021561335311415,IRT3ALZF0001,اصیل,صندوق درآمدثابت مشترک البرز-د,64239000000000,21413,27,0.13,21413,21412,21411,21410,21409,,21414,21414,28,0.13,21414,21413,21414,21415,21416,21417,21418,21386,150040940,1005000,1000000,1000000,1000000,19657127,1000000,1000000,1000000,1000000,13:01:20,22027,20745,209,1450583730117,67742921,3000000000,4,2,1,1,1,1,1,1,1,1
59,4,8113326,20970905,74,1,3102273,25981958,1,صندوق سرمایه‌گذاری قابل معامله,68,,18865325633315847,IRT1KATM0001,خاتم,صندوق س خاتم ایساتیس پویا-ثابت,41330000000000,41330,52,0.13,41330,41329,41328,41327,41326,,41331,41331,53,0.13,41331,41329,41331,41332,41333,41334,41335,41278,197777472,978768,1000000,1000000,1004000,22167093,1000000,1000000,1000000,1000000,13:03:02,42516,40040,209,1202101045377,29085277,1000000000,5,1,1,1,2,23,1,1,1,1
56,0,24290286,0,112,3,14850286,9440000,1,کاشی و سرامیک,49,388,32257753560585502,IRO1KHFZ0001,کحافظ,کاشی‌ وسرامیک‌ حافظ,56730745989852,2578,75,3,2578,2570,2560,2520,2504,6.6,2578,2578,75,3,2578,2578,2660,0,0,0,0,2503,11141888,42940,2400,3000,2100,5242,0,0,0,0,12:28:34,2578,2428,209,62620357308,24290286,22005719934,46,2,1,1,1,2,0,0,0,0
