<نماد>,<وضعیت در سود بودن نماد>,<حجم>,<تعداد>,<ارزش>,<ارزش مفهومی>,<موقعیت های باز>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<حجم خرید>,<قیمت خرید>,<قیمت فروش>,<حجم فروش>,<اندازه قرارداد>,<قیمت اعمال>,<روز باقی مانده تا سررسید>,<نماد پایه>,<پایانی دارایی پایه>,<درصد تغییر>,<آخرین معامله دارایی پایه>,<درصد تغییر>,<تاریخ شروع>,<تاریخ پایان>,<حجم فروش>,<قیمت فروش>,<قیمت خرید>,<حجم خرید>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<موقعیت های باز>,<ارزش مفهومی>,<ارزش>,<تعداد>,<حجم>,<وضعیت در سود بودن نماد>,<نماد>
ضجار8026,ITM,2249,17,1287140000.00,1253868000.00,143057,0,572,6.32,509,-5.39,20,509,610,20,1000,591,72,وتجارت,1012,2.95,1012,2.95,20260712,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجار8026
ضجار6051,OTM,26990,110,1083868000.00,26368672000.00,122323,12.70,40,-25.93,33,-38.89,1722,33,37,1002,1000,1141,9,وتجارت,1012,2.95,1012,2.95,20260826,20260909,399,199,100,10,19800,199,19800,199,0,1,1012000.00,199000.00,1,1,ITM,طجار6051
ضجوا6006,ITM,0,0,0.00,0.00,1888,0,11465,0,11465,0,10,1001,13500,2,1000,18000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260607,20260916,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6006
ضجوا8004,ITM,0,0,0.00,0.00,0,0,1,0,1,0,22,111,0,0,1000,24000,79,جوانه كوچك,29475,-0.99,29367,-1.36,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8004
ضستا7058,ITM,6365,62,4183520000.00,18821305000.00,187279,-0.21,657,-3.67,654,-4.11,38,654,668,159,1000,2400,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,400,40,25,590,-7.41,25,-11.11,24,0,1992,1557812000.00,12800000.00,7,527,OTM,طستا7058
ضستا7059,ITM,136772,595,68322033000.00,379838478000.00,328247,34.35,500,0.40,490,-1.61,1500,486,500,1000,1000,2600,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,1192,66,53,500,23.08,64,17.31,61,14.34,80735,55165792000.00,1288632000.00,150,21035,OTM,طستا7059
ضهرم7053,ITM,124,23,4066192000.00,7148391000.00,1287,-1.53,32792,-2.09,32501,-2.96,10,32501,32900,5,1000,26000,51,اهرم,58122,-1.30,57989,-1.53,20260725,20261021,2,200,115,820,-51.06,115,-51.06,115,0,4723,10461960000.00,20700000.00,1,180,OTM,طهرم7053
ضصاد7036,ITM,0,0,0.00,0.00,2297,0,668,0,698,4.49,2,502,750,3,1000,400,44,وبصادر,1045,2.85,1046,2.95,20260613,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد7036
ضمخا9020,ITM,557,3,156460000.00,0.00,130725,0,281,-13.80,281,-13.80,50,270,280,19,1000,900,100,اخابر,1033,-1.15,1014,-2.97,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9020
ضمخا9024,OTM,0,0,0.00,0.00,1016,0,127,0,127,0,100,1,0,0,1000,1300,100,اخابر,1033,-1.15,1014,-2.97,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طمخا9024
ضملي9033,ITM,67,14,855772000.00,1417050000.00,13643,0.12,12773,14.14,12790,14.29,36,12211,12790,33,1000,10000,86,فملي,21150,2.97,21150,2.97,20260808,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9033
ضشنا6037,ITM,1229,20,10521750000.00,15804940000.00,4795,28.97,8561,1.06,8650,2.11,29,8411,8995,100,1000,4260,9,شپنا,12880,2.55,12920,2.87,20260610,20260909,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا6037
ضشنا8060,ITM,2950,98,11088431000.00,37996000000.00,50504,-0.80,3759,8.23,3550,2.22,28,3572,3767,10,1000,10260,72,شپنا,12880,2.55,12920,2.87,20260712,20261111,130,400,144,19,-75,100,-75,100,-0.95,1356,167050000.00,1300000.00,1,13,OTM,طشنا8060
ضتاص9015,ITM,0,0,0.00,0.00,2312,0,12500,0,12500,0,0,0,0,0,1000,13000,86,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9015
ضذوب7044,OTM,13084,47,1185378000.00,7523300000.00,88493,11.92,91,15.19,87,10.13,1891,87,88,213,1000,650,44,ذوب,575,2.86,575,2.86,20260712,20261014,0,0,1,1100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب7044
ضذوب8033,OTM,12306,66,936677000.00,7075950000.00,109056,10.66,76,11.76,77,13.24,498,74,76,1000,1000,750,72,ذوب,575,2.86,575,2.86,20260815,20261111,0,0,39,55,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب8033
ضهرم7050,ITM,165,34,6335435000.00,9532008000.00,5346,0.43,38397,-1.91,38401,-1.90,1,38402,38950,5,1000,20000,51,اهرم,58122,-1.30,57989,-1.53,20260725,20261021,100,169,84,17,0,97,0,97,0,1417,0.00,0.00,0,0,OTM,طهرم7050
ضهمن9032,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,2400,107,خبهمن,2722,-2.82,2717,-3.00,20260822,20261216,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن9032
ضصاد7044,ITM,33739,156,10335065000.00,30550575000.00,306061,1.94,306,-4.08,287,-10.03,800,288,306,291,1000,800,44,وبصادر,1045,2.85,1046,2.95,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد7044
ضخود8062,OTM,48481,139,4157468000.00,30288953000.00,340348,2.90,86,3.61,88,6.02,1442,85,87,500,1000,750,58,خودرو,714,-2.19,717,-1.78,20260801,20261028,0,0,55,1000,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود8062
ضمخا7096,ITM,0,0,0.00,0.00,2139,0,430,0,430,0,100,100,0,0,1000,503,44,اخابر,1033,-1.15,1014,-2.97,20260613,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7096
ضملي7064,ITM,12,3,177613050.00,347959800.00,1838,-0.38,10796,2.01,11000,3.94,1,9506,10980,5,1371,10609,30,فملي,21150,2.97,21150,2.97,20260610,20260930,5,200,1,100,0,2,0,2,0,19,0.00,0.00,0,0,OTM,طملي7064
ضملي9035,ITM,0,0,0.00,0.00,325,0,10011,0,10010,-0.01,1,8005,0,0,1000,12000,86,فملي,21150,2.97,21150,2.97,20260808,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9035
ضملي9038,ITM,0,0,0.00,0.00,752,0,8000,0,8001,0.01,10,7500,15000,1,1000,15000,86,فملي,21150,2.97,21150,2.97,20260808,20261125,5,1990,29,99,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9038
ضشنا6041,ITM,0,0,0.00,0.00,982,0,6554,0,6555,0.02,90,5101,6750,13,1000,6260,9,شپنا,12880,2.55,12920,2.87,20260610,20260909,0,0,1,99,0,1,0,1,0,1,0.00,0.00,0,0,OTM,طشنا6041
ضسپا8090,OTM,0,0,0.00,0.00,809,0,79,0,80,1.27,50,62,130,103,1000,800,79,خساپا,696,1.90,695,1.76,20260822,20261118,0,0,25,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا8090
ضسپا8091,OTM,0,0,0.00,0.00,1544,0,45,0,45,0,50,61,109,135,1000,900,79,خساپا,696,1.90,695,1.76,20260822,20261118,0,0,11,111,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا8091
ضذوب6016,ITM,512898,1236,106610867000.00,291052350000.00,4974670,-2.90,208,0,207,-0.48,1800,206,208,2000,1000,400,9,ذوب,575,2.86,575,2.86,20260613,20260909,1000,1,0,0,100,2,100,2,-1.28,77977,581900000.00,1524000.00,4,1012,OTM,طذوب6016
ضهرم6042,ITM,1386,45,38953965000.00,80500355000.00,77669,-1.75,28105,-2.87,27999,-3.23,26,26501,28000,199,1000,30000,16,اهرم,58122,-1.30,57989,-1.53,20260620,20260916,300,8,4,508,-66.67,4,-41.67,7,-1.37,194269,179621101000.00,20570000.00,38,3091,OTM,طهرم6042
ضملت7048,OTM,80580,217,5509839000.00,123174660000.00,426940,4.49,68,11.48,72,18.03,2319,71,74,1584,1000,1854,44,وبملت,1555,1.50,1542,0.65,20260718,20261014,0,0,59,39,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طملت7048
ضملت8070,ITM,1733,11,1048514000.00,2488044000.00,6454,-7.00,605,-5.62,601,-6.24,66,601,690,200,1000,1000,72,وبملت,1555,1.50,1542,0.65,20260815,20261111,280,200,2,1000,0,51,0,51,0,310,0.00,0.00,0,0,OTM,طملت8070
ضصاد7035,ITM,0,0,0.00,0.00,3605,0,606,0,606,0,12,618,700,28,1000,380,44,وبصادر,1045,2.85,1046,2.95,20260613,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد7035
ضصاد7042,ITM,27749,144,10816665000.00,28788705000.00,536803,0.33,390,-2.74,368,-8.23,30,367,380,1000,1000,700,44,وبصادر,1045,2.85,1046,2.95,20260613,20261014,100,15,5,100,-20,4,0,5,0,111,0.00,0.00,0,0,OTM,طصاد7042
ضمخا9017,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,700,100,اخابر,1033,-1.15,1014,-2.97,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9017
ضسپا8084,ITM,6454,19,1752472000.00,4105704000.00,48724,10.40,272,3.03,255,-3.41,600,250,279,100,1000,500,79,خساپا,696,1.90,695,1.76,20260822,20261118,0,0,4,244,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8084
ضراز8011,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,28000,58,هم تراز,25121,-1.02,25645,1.05,20260627,20261028,0,0,22,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز8011
ضهرم7061,ITM,88348,2812,673612203000.00,5104215918000.00,183882,3.91,7625,-4.41,7650,-4.10,25,7591,7640,398,1000,56000,51,اهرم,58122,-1.30,57989,-1.53,20260725,20261021,108,4389,4380,70,4.42,4369,4.09,4355,20.61,96186,4366299006000.00,333112119000.00,2081,76492,OTM,طهرم7061
ضصاد7045,ITM,30690,92,6994163000.00,28338310000.00,174771,-7.86,228,-9.16,210,-16.33,847,210,215,118,1000,900,44,وبصادر,1045,2.85,1046,2.95,20260613,20261014,300,99,6,266,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد7045
ضجار8029,ITM,1,1,420000.00,1012000.00,93688,0,420,2.69,420,2.69,20,361,418,500,1000,741,72,وتجارت,1012,2.95,1012,2.95,20260712,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجار8029
ضخود7133,ITM,1851347,4745,248703987000.00,1296332394000.00,8246994,-1.72,134,-7.59,136,-6.21,2003,135,136,2700,1000,600,30,خودرو,714,-2.19,717,-1.78,20260701,20260930,221197,11,10,757,-9.09,10,0,11,10.08,2489470,573381766000.00,9168121000.00,2368,838088,OTM,طخود7133
ضجوا8000,ITM,0,0,0.00,0.00,0,0,1,0,1,0,20,500,0,0,1000,16000,79,جوانه كوچك,29475,-0.99,29367,-1.36,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8000
ضجوا8009,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1100,1,0,0,1000,38000,79,جوانه كوچك,29475,-0.99,29367,-1.36,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا8009
ضمخا9019,ITM,0,0,0.00,0.00,2058,0,499,0,499,0,1000,6,500,2,1000,800,100,اخابر,1033,-1.15,1014,-2.97,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9019
ضتاص9024,OTM,0,0,0.00,0.00,3980,0,2242,0,2923,30.37,0,0,0,0,1000,28000,86,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طتاص9024
ضستا6046,ITM,3492,26,4080224000.00,10198693000.00,33783,-4.90,1168,-1.52,1141,-3.79,57,1141,1182,100,1000,1800,2,شستا,2956,-2.05,2946,-2.39,20260609,20260902,36414,1,0,0,0,1,0,1,0,81640,0.00,0.00,0,0,OTM,طستا6046
ضستا7052,ITM,3004,5,4315766000.00,8882828000.00,4372,219.12,1437,6.05,1498,10.55,109,1385,1495,100,1000,1600,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,200,59,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا7052
ضستا7060,ITM,358153,1584,122029586000.00,1014939981000.00,1144380,7.70,341,-4.75,333,-6.98,1039,333,339,36,1000,2800,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,839,116,112,180,6.67,112,3.81,109,2.89,226414,337248807000.00,12697637000.00,545,116903,OTM,طستا7060
ضستا8061,OTM,3391,27,416107000.00,10024230000.00,9412,48.13,123,-12.14,121,-13.57,11,118,121,71,1000,3750,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,0,0,30,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طستا8061
ضهرم7060,ITM,106728,3713,1234304391000.00,6147331452000.00,221303,-0.28,11565,-3.22,11585,-3.05,80,11560,11564,90,1000,50000,51,اهرم,58122,-1.30,57989,-1.53,20260725,20261021,25,2279,2276,11,5.68,2270,4.61,2247,9.11,414585,15598084896000.00,614715961000.00,3983,273604,OTM,طهرم7060
ضملت7042,ITM,76956,404,28886236000.00,116550360000.00,760589,2.00,375,1.90,369,0.27,500,362,369,520,1000,1254,44,وبملت,1555,1.50,1542,0.65,20260718,20261014,1000,27,24,528,-11.11,24,-3.70,26,8.08,41235,13243935000.00,220022000.00,31,8517,OTM,طملت7042
ضملت7045,ITM,174327,534,29725916000.00,267512870000.00,537356,10.20,171,1.79,166,-1.19,1180,165,167,2378,1000,1554,44,وبملت,1555,1.50,1542,0.65,20260718,20261014,96,130,116,500,-2.26,130,-0.75,132,11.23,13769,3214185000.00,272242000.00,10,2067,OTM,طملت7045
ضجار8030,ITM,3921,15,1394694000.00,3968052000.00,387919,0.43,356,-4.81,300,-19.79,650,323,399,2,1000,791,72,وتجارت,1012,2.95,1012,2.95,20260712,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجار8030
ضخود8060,ITM,60186,162,7908659000.00,41801764000.00,834257,-0.08,131,-2.24,130,-2.99,3983,130,132,1000,1000,650,58,خودرو,714,-2.19,717,-1.78,20260801,20261028,1000,80,20,1000,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طخود8060
ضمخا9013,ITM,0,0,0.00,0.00,27143,0,646,0,714,10.53,50,505,730,12,1000,500,100,اخابر,1033,-1.15,1014,-2.97,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9013
ضمخا9022,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1000,20,0,0,1000,1100,100,اخابر,1033,-1.15,1014,-2.97,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طمخا9022
ضمخا7105,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,1153,44,اخابر,1033,-1.15,1014,-2.97,20260831,20261014,0,0,11,111,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طمخا7105
ضراز8007,ITM,2,1,13200000.00,49236000.00,15792,0.01,6600,-3.13,6600,-3.13,5,4500,7757,1,1000,20000,58,هم تراز,25121,-1.02,25645,1.05,20260627,20261028,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8007
ضراز1004,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,22000,121,هم تراز,25121,-1.02,25645,1.05,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز1004
ضهمن9037,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,3500,107,خبهمن,2722,-2.82,2717,-3.00,20260822,20261216,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طهمن9037
ضملت8069,ITM,533,11,368805000.00,776444000.00,11569,0,692,-3.22,699,-2.24,1366,699,739,100,1000,900,72,وبملت,1555,1.50,1542,0.65,20260815,20261111,499,20,3,1000,0,8,0,8,0,2166,0.00,0.00,0,0,OTM,طملت8069
ضجار6040,ITM,1303,9,740175000.00,1318636000.00,70149,0.71,568,-6.58,542,-10.86,1000,547,979,500,1000,441,9,وتجارت,1012,2.95,1012,2.95,20260609,20260909,0,0,0,0,0,2,0,2,0,100,0.00,0.00,0,0,OTM,طجار6040
ضخود7135,ITM,3222982,7634,255447065000.00,2263532082000.00,6667239,2.30,79,-3.66,81,-1.22,1612,81,82,19990,1000,700,30,خودرو,714,-2.19,717,-1.78,20260701,20260930,18600,54,53,3160,3.92,53,3.92,53,25.26,1140169,705611894000.00,54029011000.00,2552,1018266,OTM,طخود7135
ضجوا8001,ITM,0,0,0.00,0.00,0,0,1,0,1,0,20,500,0,0,1000,18000,79,جوانه كوچك,29475,-0.99,29367,-1.36,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8001
ضجوا8002,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,100,0,0,1000,20000,79,جوانه كوچك,29475,-0.99,29367,-1.36,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8002
ضمخا7099,ITM,1050,8,399620000.00,939906000.00,128278,-0.02,381,-4.99,380,-5.24,1000,300,396,175,1000,653,44,اخابر,1033,-1.15,1014,-2.97,20260613,20261014,0,0,1,100,0,60,0,60,0,1,0.00,0.00,0,0,OTM,طمخا7099
ضمخا7104,OTM,6085,19,754128000.00,5205156000.00,104781,0,124,-1.59,119,-5.56,274,118,119,399,1000,1053,44,اخابر,1033,-1.15,1014,-2.97,20260816,20261014,0,0,1,101,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طمخا7104
ضملي7063,ITM,1,1,17685900.00,28996650.00,1747,0,12900,19.43,12900,19.43,5,10005,12699,11,1371,9880,30,فملي,21150,2.97,21150,2.97,20260610,20260930,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي7063
ضتاص9019,ITM,0,0,0.00,0.00,1908,0,9404,0,9435,0.33,0,0,0,0,1000,18000,86,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9019
ضسپا7028,ITM,56020,254,10471513000.00,38741448000.00,288097,8.23,187,8.72,178,3.49,70,177,180,17,1000,550,51,خساپا,696,1.90,695,1.76,20260718,20261021,0,0,4,1026,0,5,0,5,0,0,0.00,0.00,0,0,OTM,طسپا7028
ضستا7055,ITM,0,0,0.00,0.00,550,0,1051,0,1051,0,10,1094,1200,10,1000,1900,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,1200,115,1,5100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا7055
ضهمن7027,ITM,0,0,0.00,0.00,542,0,1600,0,1600,0,100,120,1897,100,1000,1600,51,خبهمن,2722,-2.82,2717,-3.00,20260818,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن7027
ضهمن9036,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,3250,107,خبهمن,2722,-2.82,2717,-3.00,20260822,20261216,0,0,1,1100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طهمن9036
ضملت7044,ITM,409308,1281,91803651000.00,632643975000.00,1099156,16.57,224,1.82,216,-1.82,1012,215,216,1500,1000,1454,44,وبملت,1555,1.50,1542,0.65,20260718,20261014,1000,83,78,20,-2.38,82,-4.76,80,15.94,43916,13214390000.00,675863000.00,69,8498,OTM,طملت7044
ضجار8032,ITM,17923,70,4582220000.00,15911676000.00,186194,4.14,256,-2.29,220,-16.03,1000,221,249,500,1000,991,72,وتجارت,1012,2.95,1012,2.95,20260712,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجار8032
ضخود9051,ITM,3096,15,706778000.00,2166807000.00,9690,26.67,228,-11.63,228,-11.63,100,224,258,500,1000,550,86,خودرو,714,-2.19,717,-1.78,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طخود9051
ضملي7067,ITM,69,12,677260290.00,2000768850.00,18252,-0.25,7159,3.95,7200,4.54,5,7200,7390,4,1371,14255,30,فملي,21150,2.97,21150,2.97,20260610,20260930,11,150,8,1188,-10,9,0,10,0,58,0.00,0.00,0,0,OTM,طملي7067
ضشنا8056,ITM,111,10,703510000.00,1429680000.00,11120,-0.29,6338,-8.32,6102,-11.73,2,6207,7300,2,1000,6760,72,شپنا,12880,2.55,12920,2.87,20260712,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا8056
ضتاص7008,ITM,0,0,0.00,0.00,5582,0,9486,0,7906,-16.66,0,0,0,0,1000,15000,30,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7008
ضتاص7009,ITM,0,0,0.00,0.00,7066,0,8357,0,8000,-4.27,0,0,0,0,1000,16000,30,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7009
ضسپا6044,ITM,959422,2211,111920517000.00,658934520000.00,4398218,7.86,117,7.34,114,4.59,1500,112,113,259,1000,600,16,خساپا,696,1.90,695,1.76,20260620,20260916,18761,8,6,3189,-25,6,-12.5,7,16.26,143911,30120096000.00,318933000.00,118,43540,OTM,طسپا6044
ضسپا7029,ITM,909217,2522,136985440000.00,626045040000.00,1322237,71.95,151,12.69,140,4.48,1000,140,141,253,1000,600,51,خساپا,696,1.90,695,1.76,20260718,20261021,0,0,4,1020,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7029
ضستا7053,ITM,6000,6,8280000000.00,17724000000.00,6796,748.44,1380,5.18,1380,5.18,10,1290,1379,20,1000,1700,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,100,40,0,0,0,1,0,1,0,100,294600000.00,100000.00,1,100,OTM,طستا7053
ضهرم7055,ITM,1098,110,32834304000.00,62133487000.00,5631,19.73,29904,0.97,28557,-3.58,4,28651,29000,2,1000,30000,51,اهرم,58122,-1.30,57989,-1.53,20260725,20261021,1,265,146,5,40,280,16,232,-0.67,2086,13216704000.00,52990000.00,18,228,OTM,طهرم7055
ضهرم8031,OTM,138,27,1006783000.00,8010762000.00,624,8.90,7296,-8.25,7212,-9.31,2,7310,7997,5,1000,62000,79,اهرم,58122,-1.30,57989,-1.53,20260822,20261118,20,10000,4609,5,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طهرم8031
ضهمن9026,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,101,0,0,1000,1600,107,خبهمن,2722,-2.82,2717,-3.00,20260822,20261216,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن9026
ضملت6019,ITM,195374,728,96461785000.00,296317690000.00,2666756,-2.92,494,-1.00,489,-2.00,63,487,489,638,1000,1054,9,وبملت,1555,1.50,1542,0.65,20260613,20260909,44000,1,0,0,0,1,0,1,-4.46,688406,184255296000.00,122521000.00,282,118663,OTM,طملت6019
ضجار6046,ITM,64998,197,19230978000.00,64765976000.00,1732135,-0.24,296,-2.95,276,-9.51,1000,276,278,2000,1000,741,9,وتجارت,1012,2.95,1012,2.95,20260609,20260909,1531,1,0,0,0,1,0,1,-10.88,12032,1486628000.00,1469000.00,5,1469,OTM,طجار6046
ضجار8023,ITM,30,3,20100000.00,20240000.00,58269,-0.05,670,8.24,680,9.85,46,576,650,2,1000,441,72,وتجارت,1012,2.95,1012,2.95,20260712,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجار8023
ضملي7072,OTM,20674,603,38219797494.00,577352298150.00,189187,0.94,1348,10.04,1450,18.37,1,1452,1471,24,1371,21547,30,فملي,21150,2.97,21150,2.97,20260610,20260930,30,1760,1551,8,-3.96,1551,6.75,1724,1.40,7036,7887088800.00,659478420.00,55,279,ITM,طملي7072
ضشنا6048,ITM,47507,491,41155510000.00,609880880000.00,286122,-0.43,866,-6.28,827,-10.50,200,825,840,200,1000,12260,9,شپنا,12880,2.55,12920,2.87,20260712,20260909,50,473,351,300,-44.87,301,-12.09,480,0,1811,4495120000.00,167638000.00,5,349,OTM,طشنا6048
ضتاص7006,ITM,0,0,0.00,0.00,324,0,9200,0,9200,0,0,0,0,0,1000,13000,30,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7006
ضتاص7010,ITM,0,0,0.00,0.00,6041,0,5878,0,5444,-7.38,0,0,0,0,1000,18000,30,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7010
ضسپا8088,OTM,1,1,300000.00,695000.00,2034,0,300,109.79,300,109.79,30,102,279,100,1000,700,79,خساپا,696,1.90,695,1.76,20260822,20261118,0,0,8,188,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا8088
ضستا6041,ITM,94,3,153408000.00,277676000.00,4243,-2.17,1632,-3.94,1632,-3.94,60,1640,1678,10,1000,1300,2,شستا,2956,-2.05,2946,-2.39,20260609,20260902,1000,1,0,0,0,2,0,2,0,1985,0.00,0.00,0,0,OTM,طستا6041
ضذوب7034,ITM,804,12,272961000.00,462300000.00,69321,1.05,340,0.29,343,1.18,12,321,339,50,1000,300,44,ذوب,575,2.86,575,2.86,20260712,20261014,88,4,1,4000,0,4,0,4,0,8494,0.00,0.00,0,0,OTM,طذوب7034
ضذوب8031,OTM,0,0,0.00,0.00,1105,0,107,0,128,19.63,100,125,148,100,1000,650,72,ذوب,575,2.86,575,2.86,20260815,20261111,0,0,15,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب8031
ضهرم8026,ITM,0,0,0.00,0.00,203,0,25438,0,25100,-1.33,1,22201,25037,3,1000,38000,79,اهرم,58122,-1.30,57989,-1.53,20260822,20261118,5,3990,233,30,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهرم8026
ضهمن9027,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,100,0,0,1000,1700,107,خبهمن,2722,-2.82,2717,-3.00,20260822,20261216,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن9027
ضجار6039,ITM,1337,14,853604000.00,1353044000.00,59290,1.65,638,-2.89,630,-4.11,8,612,643,30,1000,391,9,وتجارت,1012,2.95,1012,2.95,20260609,20260909,7,10,0,0,0,7,0,7,0,3015,0.00,0.00,0,0,OTM,طجار6039
