<نماد>,<وضعیت در سود بودن نماد>,<حجم>,<تعداد>,<ارزش>,<ارزش مفهومی>,<موقعیت های باز>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<حجم خرید>,<قیمت خرید>,<قیمت فروش>,<حجم فروش>,<اندازه قرارداد>,<قیمت اعمال>,<روز باقی مانده تا سررسید>,<نماد پایه>,<پایانی دارایی پایه>,<درصد تغییر>,<آخرین معامله دارایی پایه>,<درصد تغییر>,<تاریخ شروع>,<تاریخ پایان>,<حجم فروش>,<قیمت فروش>,<قیمت خرید>,<حجم خرید>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<موقعیت های باز>,<ارزش مفهومی>,<ارزش>,<تعداد>,<حجم>,<وضعیت در سود بودن نماد>,<نماد>
ضمخا9018,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,750,100,اخابر,1033,-1.15,1014,-2.97,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9018
ضشنا8061,ITM,4236,102,13025048000.00,50373680000.00,33436,9.31,3075,-0.13,3040,-1.27,100,3041,3184,20,1000,11260,72,شپنا,12880,2.55,12920,2.87,20260712,20261111,0,0,100,26,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا8061
ضتاص9017,ITM,0,0,0.00,0.00,335,0,7903,0,7903,0,0,0,0,0,1000,15000,86,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9017
ضتاص9018,ITM,0,0,0.00,0.00,0,0,1,0,1,0,0,0,0,0,1000,16000,86,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9018
ضسپا8089,OTM,0,0,0.00,0.00,0,0,1,0,1,0,200,60,0,0,1000,750,79,خساپا,696,1.90,695,1.76,20260822,20261118,0,0,15,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا8089
ضستا6043,ITM,2232,6,3217898000.00,6577704000.00,19287,-9.34,1442,-3.99,1450,-3.46,202,1432,1484,14,1000,1500,2,شستا,2956,-2.05,2946,-2.39,20260609,20260902,1000,1,0,0,0,1,0,1,0,650,0.00,0.00,0,0,OTM,طستا6043
ضذوب7041,ITM,318917,954,51728129000.00,180186600000.00,806787,33.77,162,1.89,155,-2.52,34,155,156,1100,1000,500,44,ذوب,575,2.86,575,2.86,20260712,20261014,0,0,3,2200,0,38,0,38,0,1,0.00,0.00,0,0,OTM,طذوب7041
ضجار6047,ITM,77256,206,18812051000.00,72556352000.00,2310283,-0.64,244,-5.43,238,-7.75,1000,231,239,796,1000,791,9,وتجارت,1012,2.95,1012,2.95,20260609,20260909,410,7,1,2646,-50,1,-50,1,-3.39,35281,1253868000.00,1239000.00,4,1239,OTM,طجار6047
ضجوا6002,ITM,0,0,0.00,0.00,0,0,1,0,1,0,10,1001,0,0,1000,13000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260607,20260916,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6002
ضجوا6004,ITM,0,0,0.00,0.00,0,0,1,0,1,0,10,1001,0,0,1000,15000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260607,20260916,0,0,1,100,0,6,0,6,0,12,0.00,0.00,0,0,OTM,طجوا6004
ضمخا7091,ITM,110,1,84700000.00,116380000.00,282,0,770,4.48,770,4.48,200,620,770,1,1000,313,44,اخابر,1033,-1.15,1014,-2.97,20260613,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7091
ضمخا7092,ITM,0,0,0.00,0.00,0,0,1,0,1,0,5,110,0,0,1000,333,44,اخابر,1033,-1.15,1014,-2.97,20260613,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7092
ضتاص7007,ITM,0,0,0.00,0.00,863,0,9543,0,9500,-0.45,0,0,0,0,1000,14000,30,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7007
ضتاص9023,OTM,0,0,0.00,0.00,0,0,1,0,1,0,0,0,0,0,1000,26000,86,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طتاص9023
ضسپا6039,ITM,4,2,1062000.00,2780000.00,742,0.27,265,-3.28,280,2.19,10,281,1000,2,1000,380,16,خساپا,696,1.90,695,1.76,20260620,20260916,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا6039
ضسپا8085,ITM,2020,7,445000000.00,1405920000.00,6327,33.88,220,-0.45,250,13.12,355,200,400,54,1000,550,79,خساپا,696,1.90,695,1.76,20260822,20261118,0,0,5,255,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8085
ضستا8050,ITM,0,0,0.00,0.00,767,0,1418,0,1445,1.90,5,1330,1598,110,1000,1700,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,400,39,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا8050
ضستا8058,OTM,17,2,7123000.00,50269000.00,9449,0,419,-4.99,419,-4.99,1,415,447,20,1000,3000,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,0,0,15,99,0,799,0,799,0,59,0.00,0.00,0,0,ITM,طستا8058
ضراز1005,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,24000,121,هم تراز,25121,-1.02,25645,1.05,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز1005
ضهرم7058,ITM,6970,560,123909775000.00,364599306000.00,92197,-0.76,17778,-4.26,17880,-3.72,36,17616,17880,88,1000,42000,51,اهرم,58122,-1.30,57989,-1.53,20260725,20261021,10,879,870,317,-1.81,870,0.79,893,0.95,147554,944482500000.00,15357491000.00,640,17205,OTM,طهرم7058
ضملت6027,OTM,4078176,8540,30021549000.00,6337683955000.00,4994547,48.47,7,0,6,-14.29,175766,6,7,120783,1000,1854,9,وبملت,1555,1.50,1542,0.65,20260613,20260909,500,400,46,1000,0,440,0,440,0,1,0.00,0.00,0,0,ITM,طملت6027
ضخود7126,ITM,3947,33,1528521000.00,2814211000.00,42148,-1.64,387,-1.78,382,-3.05,115,358,388,584,1000,340,30,خودرو,714,-2.19,717,-1.78,20260701,20260930,1000,2,1,13045,-50,1,-50,1,3.73,254211,6702913000.00,22903000.00,42,21502,OTM,طخود7126
ضخود8055,ITM,784,10,267904000.00,546158000.00,57007,-0.35,342,-3.39,349,-1.41,60,330,349,35,1000,400,58,خودرو,714,-2.19,717,-1.78,20260801,20261028,1000,49,1,100,0,10,0,10,0,2,0.00,0.00,0,0,OTM,طخود8055
ضجوا8008,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,34000,79,جوانه كوچك,29475,-0.99,29367,-1.36,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا8008
ضمخا7090,ITM,30,2,22200000.00,31170000.00,9698,0,740,-3.27,740,-3.27,100,671,890,185,1000,293,44,اخابر,1033,-1.15,1014,-2.97,20260613,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7090
ضمخا9014,ITM,0,0,0.00,0.00,269,0,592,0,600,1.35,200,380,0,0,1000,550,100,اخابر,1033,-1.15,1014,-2.97,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9014
ضملي9034,ITM,0,0,0.00,0.00,2678,0,12088,0,12100,0.10,31,10011,12199,5,1000,11000,86,فملي,21150,2.97,21150,2.97,20260808,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9034
ضشنا8066,OTM,466,23,308542000.00,6002080000.00,18891,-0.26,662,21.47,666,22.20,3,611,666,22,1000,17260,72,شپنا,12880,2.55,12920,2.87,20260712,20261111,0,0,120,200,0,6000,0,6000,0,3,0.00,0.00,0,0,ITM,طشنا8066
ضتاص7001,ITM,0,0,0.00,0.00,2144,0,14575,0,14600,0.17,0,0,0,0,1000,8000,30,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7001
ضستا8049,ITM,206,7,305100000.00,607906000.00,6489,-1.28,1481,-2.95,1424,-6.68,25,1425,1689,14,1000,1600,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,500,19,1,101,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا8049
ضراز1000,ITM,0,0,0.00,0.00,36,0,12630,0,12656,0.21,2,10500,0,0,1000,15000,121,هم تراز,25121,-1.02,25645,1.05,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز1000
ضهمن7030,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,100,0,0,1000,1900,51,خبهمن,2722,-2.82,2717,-3.00,20260818,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن7030
ضخود7130,ITM,12042,88,3303444000.00,8528906000.00,302518,-0.62,274,-5.52,275,-5.17,500,270,282,72,1000,450,30,خودرو,714,-2.19,717,-1.78,20260701,20260930,99,13,0,0,0,4,0,4,0,2013,711000.00,4000.00,1,1,OTM,طخود7130
ضخود8063,OTM,35123,88,2370511000.00,23824182000.00,432687,0.36,67,3.08,71,9.23,1000,70,71,2096,1000,800,58,خودرو,714,-2.19,717,-1.78,20260801,20261028,0,0,27,23,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود8063
ضجوا6005,ITM,0,0,0.00,0.00,1523,0,13440,0,13440,0,127,12000,0,0,1000,16000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260607,20260916,0,0,1,100,0,8,0,8,0,46,0.00,0.00,0,0,OTM,طجوا6005
ضمخا9021,ITM,0,0,0.00,0.00,0,0,1,0,1,0,1108,1,0,0,1000,1000,100,اخابر,1033,-1.15,1014,-2.97,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9021
ضتاص9013,ITM,0,0,0.00,0.00,2750,0,12641,0,14000,10.75,0,0,0,0,1000,11000,86,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9013
ضسپا7033,OTM,13284,83,999487000.00,9245664000.00,103580,1.77,75,20.97,80,29.03,10,71,77,1000,1000,800,51,خساپا,696,1.90,695,1.76,20260718,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا7033
ضسپا8083,ITM,0,0,0.00,0.00,3299,0,358,0,358,0,200,222,498,79,1000,450,79,خساپا,696,1.90,695,1.76,20260822,20261118,0,0,3,333,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8083
ضسپا8092,OTM,10659,17,513716000.00,7408005000.00,85902,3.25,48,6.67,35,-22.22,400,40,51,500,1000,1000,79,خساپا,696,1.90,695,1.76,20260822,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا8092
ضذوب6015,ITM,9264,49,2089594000.00,4918550000.00,246902,-0.58,226,-1.31,224,-2.18,210,221,230,1000,1000,380,9,ذوب,575,2.86,575,2.86,20260613,20260909,100,2,0,0,0,1,0,1,0,600,0.00,0.00,0,0,OTM,طذوب6015
ضذوب7035,ITM,0,0,0.00,0.00,70,0,330,0,330,0,1000,201,0,0,1000,320,44,ذوب,575,2.86,575,2.86,20260712,20261014,0,0,1,3000,-80,1,0,5,0,1,0.00,0.00,0,0,OTM,طذوب7035
ضذوب8029,ITM,0,0,0.00,0.00,1956,0,161,0,164,1.86,755,93,0,0,1000,550,72,ذوب,575,2.86,575,2.86,20260815,20261111,0,0,6,266,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8029
ضراز1009,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,34000,121,هم تراز,25121,-1.02,25645,1.05,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز1009
ضذوب7045,OTM,64755,140,4584326000.00,36946625000.00,310746,3.08,71,14.52,67,8.06,2011,66,67,285,1000,700,44,ذوب,575,2.86,575,2.86,20260712,20261014,0,0,15,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب7045
ضهرم6047,ITM,5533,220,46822863000.00,321472782000.00,227353,-2.38,8462,-13.26,8890,-8.88,5,8640,8790,198,1000,50000,16,اهرم,58122,-1.30,57989,-1.53,20260620,20260916,90,389,300,676,-35.66,350,-27.57,394,-2.41,239798,424936880000.00,2880367000.00,113,7312,OTM,طهرم6047
ضهرم6050,OTM,9310,128,5230607000.00,541057698000.00,252471,-3.52,562,-34.95,530,-38.66,100,450,530,99,1000,68000,16,اهرم,58122,-1.30,57989,-1.53,20260620,20260916,10,9600,9200,43,3.52,9500,12.16,10293,-4.77,3013,8773100000.00,1585174000.00,23,154,ITM,طهرم6050
ضهرم7052,ITM,2,2,70999000.00,116074000.00,606,-0.33,35499,0.41,35500,0.41,1,34501,35499,9,1000,24000,51,اهرم,58122,-1.30,57989,-1.53,20260725,20261021,59,285,155,640,156.90,298,258.62,416,0.04,2443,2081808000.00,14993000.00,4,36,OTM,طهرم7052
ضهمن9034,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1000,252,0,0,1000,2800,107,خبهمن,2722,-2.82,2717,-3.00,20260822,20261216,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طهمن9034
ضجار6043,ITM,141084,378,58994800000.00,141081908000.00,4359151,0.06,418,-6.28,421,-5.61,2059,420,425,899,1000,591,9,وتجارت,1012,2.95,1012,2.95,20260609,20260909,1000,3,0,0,0,1,0,1,0,53384,0.00,0.00,0,0,OTM,طجار6043
ضجار6044,ITM,30378,167,11413071000.00,29203284000.00,2663333,0.06,376,-5.29,370,-6.80,104,362,380,1250,1000,641,9,وتجارت,1012,2.95,1012,2.95,20260609,20260909,1000,1,0,0,0,1,0,1,0,8699,0.00,0.00,0,0,OTM,طجار6044
ضمخا7103,ITM,8446,48,1228824000.00,6232952000.00,391952,-0.18,145,-18.54,135,-24.16,5,130,135,757,1000,953,44,اخابر,1033,-1.15,1014,-2.97,20260816,20261014,0,0,1,101,0,150,0,150,0,201,0.00,0.00,0,0,OTM,طمخا7103
ضملي7069,ITM,385,26,2427303402.00,9684881100.00,25795,-0.19,4599,8.34,4415,4.00,200,4459,4797,1,1371,17172,30,فملي,21150,2.97,21150,2.97,20260610,20260930,1,200,73,10,0,200,0,200,0,479,57993300.00,548400.00,1,2,OTM,طملي7069
ضسپا6045,ITM,721429,1535,58472861000.00,500295240000.00,3544474,6.09,81,9.46,80,8.11,3352,79,81,145,1000,650,16,خساپا,696,1.90,695,1.76,20260620,20260916,625,18,17,101,12.5,18,6.25,17,13.19,116032,31258056000.00,790588000.00,122,45286,OTM,طسپا6045
ضستا7054,ITM,2000,2,2580000000.00,5914000000.00,6713,42.44,1290,1.10,1280,0.31,80,1192,1299,20,1000,1800,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,1000,20,4,1000,-20,4,-20,4,-1.59,620,168549000.00,248000.00,2,57,OTM,طستا7054
ضراز8006,ITM,0,0,0.00,0.00,1009,0,7200,0,7200,0,100,700,0,0,1000,18000,58,هم تراز,25121,-1.02,25645,1.05,20260627,20261028,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8006
ضذوب7039,ITM,36189,171,8409612000.00,20140525000.00,535443,0.82,232,-3.73,232,-3.73,1000,229,232,176,1000,400,44,ذوب,575,2.86,575,2.86,20260712,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب7039
ضهرم7056,ITM,187,38,4606393000.00,10636509000.00,8221,-1.44,24633,-5.08,25000,-3.66,1,24950,25300,1,1000,34000,51,اهرم,58122,-1.30,57989,-1.53,20260725,20261021,66,297,250,20,39.13,320,26.52,291,-0.35,17180,8646000000.00,50695000.00,19,174,OTM,طهرم7056
ضملت6015,ITM,7511,80,6159339000.00,11679605000.00,116982,-0.86,820,-2.73,845,0.24,1000,836,843,10,1000,704,9,وبملت,1555,1.50,1542,0.65,20260613,20260909,12191,1,0,0,0,1,0,1,0,178043,0.00,0.00,0,0,OTM,طملت6015
ضملي9041,ITM,54,12,261800000.00,1142100000.00,990,1.23,4848,-11.23,5400,-1.12,1,4500,5400,3,1000,20000,86,فملي,21150,2.97,21150,2.97,20260808,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9041
ضشنا6039,ITM,1422,43,10704896000.00,15726480000.00,5511,-8.61,7528,0.49,7500,0.12,143,7500,7596,171,1000,5260,9,شپنا,12880,2.55,12920,2.87,20260610,20260909,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا6039
ضشنا8058,ITM,28,4,162787000.00,25700000.00,7286,0,5814,8.41,5820,8.52,5,4900,6700,1,1000,8260,72,شپنا,12880,2.55,12920,2.87,20260712,20261111,2,799,11,111,0,800,0,800,0,10,0.00,0.00,0,0,OTM,طشنا8058
ضسپا7031,OTM,124724,334,12403134000.00,84664224000.00,287748,34.10,99,5.32,96,2.13,940,95,100,1000,1000,700,51,خساپا,696,1.90,695,1.76,20260718,20261021,0,0,15,3080,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا7031
ضذوب7037,ITM,0,0,0.00,0.00,0,0,150,0,150,0,66,150,0,0,1000,360,44,ذوب,575,2.86,575,2.86,20260712,20261014,2000,20,2,2000,0,5,0,5,0,5424,0.00,0.00,0,0,OTM,طذوب7037
ضهرم8034,OTM,4976,168,9725346000.00,289040706000.00,9653,34.84,1954,0.77,1736,-10.47,10,1789,1900,20,1000,80000,79,اهرم,58122,-1.30,57989,-1.53,20260822,20261118,10,22800,21500,6,19.95,22995,18.28,22675,12.35,191,2324600000.00,1065710000.00,11,47,ITM,طهرم8034
ضملت6023,ITM,2655857,6004,370472205000.00,4036509430000.00,6644195,6.53,139,3.73,128,-4.48,8945,127,128,2379,1000,1454,9,وبملت,1555,1.50,1542,0.65,20260613,20260909,16734,30,29,10760,-3.33,29,-3.33,29,10.09,1659306,2508625520000.00,47883763000.00,3820,1652814,OTM,طملت6023
ضملت8076,OTM,2809,46,697500000.00,4367995000.00,7957,42.52,248,0.81,238,-3.25,1,239,250,9000,1000,1600,72,وبملت,1555,1.50,1542,0.65,20260815,20261111,0,0,11,111,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طملت8076
ضصاد7046,ITM,65746,202,11051779000.00,67629265000.00,210241,3.00,168,-4.00,160,-8.57,21,160,163,1000,1000,1000,44,وبصادر,1045,2.85,1046,2.95,20260613,20261014,200,165,25,10,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد7046
ضصاد9038,ITM,0,0,0.00,0.00,0,0,1,0,1,0,5,400,0,0,1000,600,100,وبصادر,1045,2.85,1046,2.95,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد9038
ضخود9048,ITM,5811,37,2100125000.00,4143243000.00,8751,187.39,361,-3.73,359,-4.27,10,357,369,1000,1000,400,86,خودرو,714,-2.19,717,-1.78,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طخود9048
ضخود9056,OTM,0,0,0.00,0.00,1,0,180,0,180,0,50,80,170,200,1000,800,86,خودرو,714,-2.19,717,-1.78,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود9056
ضستا8053,ITM,1,1,1100000.00,2957000.00,1530,0,1100,-4.10,1100,-4.10,49,1100,1190,50,1000,2000,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,200,165,1,400,0,185,0,185,0,1,0.00,0.00,0,0,OTM,طستا8053
ضذوب6009,ITM,0,0,0.00,0.00,6905,0,416,0,450,8.17,110,341,497,1000,1000,260,9,ذوب,575,2.86,575,2.86,20260613,20260909,500,1,0,0,0,1,0,1,0,1110,0.00,0.00,0,0,OTM,طذوب6009
ضملت8068,ITM,5710,36,4713632000.00,8879050000.00,36502,7.81,826,0.24,780,-5.34,1,745,780,496,1000,800,72,وبملت,1555,1.50,1542,0.65,20260815,20261111,1000,79,1,11101,25,10,25,10,199.28,3304,3422555000.00,23010000.00,5,2201,OTM,طملت8068
ضجوا6007,ITM,0,0,0.00,0.00,1888,0,9858,0,9900,0.43,10,1001,0,0,1000,20000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260607,20260916,0,0,1,1100,0,1,0,1,0,196,0.00,0.00,0,0,OTM,طجوا6007
ضمخا7098,ITM,0,0,0.00,0.00,44318,0,449,0,449,0,151,390,450,5,1000,603,44,اخابر,1033,-1.15,1014,-2.97,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7098
ضشنا6047,ITM,116120,976,182189277000.00,1487047520000.00,539894,-1.00,1569,-1.63,1548,-2.95,1,1550,1551,1,1000,11260,9,شپنا,12880,2.55,12920,2.87,20260610,20260909,500,59,48,65,-42.72,59,-27.18,75,21.01,64683,292427520000.00,1751463000.00,168,23307,OTM,طشنا6047
ضتاص9016,ITM,0,0,0.00,0.00,156,0,8700,0,8700,0,0,0,0,0,1000,14000,86,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9016
ضراز8008,ITM,449,3,2105950000.00,11061115000.00,2513,21.75,4690,-6.05,4760,-4.65,10,4550,5245,300,1000,22000,58,هم تراز,25121,-1.02,25645,1.05,20260627,20261028,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8008
ضهرم6044,ITM,3828,160,75142274000.00,221662052000.00,139151,-2.67,19630,-7.55,20000,-5.81,21,20000,20490,100,1000,38000,16,اهرم,58122,-1.30,57989,-1.53,20260620,20260916,5,70,55,2,-53.27,50,-33.64,71,-2.40,201644,287650727000.00,350882000.00,124,4949,OTM,طهرم6044
ضهمن9038,OTM,0,0,0.00,0.00,0,0,1,0,1,0,99,29,0,0,1000,3750,107,خبهمن,2722,-2.82,2717,-3.00,20260822,20261216,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طهمن9038
ضملت6016,ITM,1530,20,1195802000.00,2316950000.00,104224,-0.94,782,-1.88,800,0.38,1006,782,800,200,1000,754,9,وبملت,1555,1.50,1542,0.65,20260613,20260909,300,1,0,0,0,2,0,2,0,22865,0.00,0.00,0,0,OTM,طملت6016
ضملت6025,OTM,2158447,4995,104690931000.00,3315561670000.00,4069328,45.66,49,11.36,39,-11.36,11596,39,40,7510,1000,1654,9,وبملت,1555,1.50,1542,0.65,20260613,20260909,310,128,125,125,14.41,127,13.51,126,161.66,12018,22758980000.00,1967344000.00,66,15636,ITM,طملت6025
ضملت8071,ITM,1578,23,787041000.00,2455368000.00,32685,-0.91,499,-9.93,510,-7.94,100,511,573,40,1000,1100,72,وبملت,1555,1.50,1542,0.65,20260815,20261111,0,0,4,244,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملت8071
ضملت8077,OTM,3636,43,635991000.00,5653980000.00,18212,-0.27,175,4.79,189,13.17,1000,170,189,1640,1000,1700,72,وبملت,1555,1.50,1542,0.65,20260815,20261111,0,0,11,111,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طملت8077
ضجار6041,ITM,12445,31,6355338000.00,11510488000.00,365261,-0.75,511,-6.24,519,-4.77,1000,510,519,8798,1000,491,9,وتجارت,1012,2.95,1012,2.95,20260609,20260909,22000,2,0,0,0,1,0,1,0,143228,0.00,0.00,0,0,OTM,طجار6041
ضمخا7102,ITM,4178,20,1026790000.00,4320052000.00,347298,-0.61,246,0.41,205,-16.33,100,207,230,1000,1000,853,44,اخابر,1033,-1.15,1014,-2.97,20260613,20261014,20,250,1,100,-11.29,55,0,62,0,1479,0.00,0.00,0,0,OTM,طمخا7102
ضشنا8059,ITM,3,1,13680000.00,38430000.00,14488,0.02,4560,0,4560,0,3,4501,4650,120,1000,9260,72,شپنا,12880,2.55,12920,2.87,20260712,20261111,0,0,26,25,0,15,0,15,0,10,0.00,0.00,0,0,OTM,طشنا8059
ضستا8055,ITM,357,3,299844000.00,1055649000.00,1184,0.42,840,-1.06,750,-11.66,300,714,849,44,1000,2400,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,200,289,5,255,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا8055
ضراز1002,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,18000,121,هم تراز,25121,-1.02,25645,1.05,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز1002
ضذوب6014,ITM,1641,13,415135000.00,943000000.00,163630,-0.69,253,2.02,225,-9.27,110,226,255,80,1000,360,9,ذوب,575,2.86,575,2.86,20260613,20260909,100,1,0,0,0,1,0,1,0,100,0.00,0.00,0,0,OTM,طذوب6014
ضذوب6020,OTM,1307181,2962,57097543000.00,744235725000.00,4881673,4.76,44,0,39,-11.36,3377,38,39,1048,1000,600,9,ذوب,575,2.86,575,2.86,20260613,20260909,4,20,18,2000,-25.93,20,-25.93,20,115.66,56433,21407825000.00,745780000.00,119,37801,ITM,طذوب6020
ضذوب7038,ITM,364,5,99633000.00,178250000.00,52735,0,274,9.16,276,9.96,107,247,276,495,1000,380,44,ذوب,575,2.86,575,2.86,20260712,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب7038
ضذوب8026,ITM,2114,24,564342000.00,1215550000.00,97808,0.58,267,3.09,269,3.86,7000,237,268,200,1000,400,72,ذوب,575,2.86,575,2.86,20260815,20261111,0,0,2,25,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8026
