<نماد>,<وضعیت در سود بودن نماد>,<حجم>,<تعداد>,<ارزش>,<ارزش مفهومی>,<موقعیت های باز>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<حجم خرید>,<قیمت خرید>,<قیمت فروش>,<حجم فروش>,<اندازه قرارداد>,<قیمت اعمال>,<روز باقی مانده تا سررسید>,<نماد پایه>,<پایانی دارایی پایه>,<درصد تغییر>,<آخرین معامله دارایی پایه>,<درصد تغییر>,<تاریخ شروع>,<تاریخ پایان>,<حجم فروش>,<قیمت فروش>,<قیمت خرید>,<حجم خرید>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<موقعیت های باز>,<ارزش مفهومی>,<ارزش>,<تعداد>,<حجم>,<وضعیت در سود بودن نماد>,<نماد>
ضخود9053,ITM,1000,1,252000000.00,730000000.00,1000,0,252,25100,252,25100,1000,71,760,1000,1000,650,88,خودرو,730,2.10,735,2.80,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طخود9053
ضخود9054,ITM,2200,7,444000000.00,1606000000.00,2200,0,202,20100,201,20000,60,101,370,10,1000,700,88,خودرو,730,2.10,735,2.80,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طخود9054
ضخود9055,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1000,100,0,0,1000,750,88,خودرو,730,2.10,735,2.80,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود9055
ضخود9056,OTM,1,1,180000.00,730000.00,1,0,180,17900,180,17900,10,140,0,0,1000,800,88,خودرو,730,2.10,735,2.80,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود9056
ضخود9057,OTM,2201,4,205185000.00,1606730000.00,2201,0,93,9200,92,9100,700,71,99,500,1000,900,88,خودرو,730,2.10,735,2.80,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود9057
ضخود9058,OTM,0,0,0.00,0.00,0,0,1,0,1,0,99,29,0,0,1000,1000,88,خودرو,730,2.10,735,2.80,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود9058
ضخود9059,OTM,0,0,0.00,0.00,0,0,1,0,1,0,99,22,0,0,1000,1100,88,خودرو,730,2.10,735,2.80,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود9059
ضخود9060,OTM,101,2,8085000.00,73730000.00,101,0,80,7900,80,7900,1,40,97,1000,1000,1200,88,خودرو,730,2.10,735,2.80,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود9060
ضجوا6000,ITM,0,0,0.00,0.00,0,0,1,0,1,0,1,10000,0,0,1000,11000,18,جوانه كوچك,29771,2.33,29800,2.43,20260607,20260916,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6000
ضجوا6001,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,12000,18,جوانه كوچك,29771,2.33,29800,2.43,20260607,20260916,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6001
ضجوا6002,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,13000,18,جوانه كوچك,29771,2.33,29800,2.43,20260607,20260916,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6002
ضجوا6003,ITM,0,0,0.00,0.00,20,0,9548,0,9548,0,100,1,0,0,1000,14000,18,جوانه كوچك,29771,2.33,29800,2.43,20260607,20260916,0,0,0,0,0,5,0,5,0,112,0.00,0.00,0,0,OTM,طجوا6003
ضجوا6004,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,15000,18,جوانه كوچك,29771,2.33,29800,2.43,20260607,20260916,0,0,1,100,0,6,0,6,0,12,0.00,0.00,0,0,OTM,طجوا6004
ضجوا6005,ITM,0,0,0.00,0.00,1523,0,13440,0,13440,0,100,1,15000,20,1000,16000,18,جوانه كوچك,29771,2.33,29800,2.43,20260607,20260916,0,0,1,100,0,8,0,8,0,46,0.00,0.00,0,0,OTM,طجوا6005
ضجوا6006,ITM,0,0,0.00,0.00,1888,0,11465,0,11465,0,100,1,15000,2,1000,18000,18,جوانه كوچك,29771,2.33,29800,2.43,20260607,20260916,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6006
ضجوا6007,ITM,19,4,187300000.00,565592000.00,1888,0.05,9858,23.22,9900,23.75,30,8900,11000,20,1000,20000,18,جوانه كوچك,29771,2.33,29800,2.43,20260607,20260916,0,0,1,100,-98,1,-98,1,4.26,196,238104000.00,8000.00,2,8,OTM,طجوا6007
ضجوا6008,ITM,19,4,142510000.00,557745000.00,1612,-0.98,7501,7.16,7501,7.16,4,7500,0,0,1000,22000,18,جوانه كوچك,29771,2.33,29800,2.43,20260607,20260916,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6008
ضجوا6009,ITM,50,2,320000000.00,1481850000.00,2408,-0.37,6400,9.31,6400,9.31,100,1,0,0,1000,24000,18,جوانه كوچك,29771,2.33,29800,2.43,20260607,20260916,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6009
ضجوا6010,ITM,459,11,2009054000.00,13661217000.00,7012,-1.00,4377,11.15,4512,14.58,63,4512,4602,50,1000,26000,18,جوانه كوچك,29771,2.33,29800,2.43,20260607,20260916,157,290,11,111,230.43,380,87.83,216,-3.16,276,505971000.00,3675000.00,3,17,OTM,طجوا6010
ضجوا6011,ITM,972,12,2569436000.00,28937412000.00,703,-17.29,2643,1.07,2931,12.08,60,2843,2931,34,1000,28000,18,جوانه كوچك,29771,2.33,29800,2.43,20260809,20260916,0,0,10,500,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6011
ضجوا6012,OTM,587,7,781716000.00,17476751000.00,2238,20.91,1332,0.38,1551,16.88,214,1551,1582,187,1000,30000,18,جوانه كوچك,29771,2.33,29800,2.43,20260809,20260916,0,0,25,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا6012
ضجوا8000,ITM,0,0,0.00,0.00,0,0,1,0,1,0,111,11,0,0,1000,16000,81,جوانه كوچك,29771,2.33,29800,2.43,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8000
ضجوا8001,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,18000,81,جوانه كوچك,29771,2.33,29800,2.43,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8001
ضجوا8002,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,20000,81,جوانه كوچك,29771,2.33,29800,2.43,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8002
ضجوا8003,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,22000,81,جوانه كوچك,29771,2.33,29800,2.43,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8003
ضجوا8004,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,24000,81,جوانه كوچك,29771,2.33,29800,2.43,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8004
ضجوا8005,ITM,0,0,0.00,0.00,0,0,1,0,1,0,9,111,0,0,1000,26000,81,جوانه كوچك,29771,2.33,29800,2.43,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8005
ضجوا8006,ITM,0,0,0.00,0.00,0,0,1,0,1,0,44,44,0,0,1000,28000,81,جوانه كوچك,29771,2.33,29800,2.43,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8006
ضجوا8007,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1100,500,0,0,1000,30000,81,جوانه كوچك,29771,2.33,29800,2.43,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا8007
ضجوا8008,OTM,0,0,0.00,0.00,0,0,1,0,1,0,111,11,0,0,1000,34000,81,جوانه كوچك,29771,2.33,29800,2.43,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا8008
ضجوا8009,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1100,1,0,0,1000,38000,81,جوانه كوچك,29771,2.33,29800,2.43,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا8009
ضجوا8010,OTM,0,0,0.00,0.00,0,0,1,0,1,0,111,11,0,0,1000,42000,81,جوانه كوچك,29771,2.33,29800,2.43,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا8010
ضجوا6013,OTM,0,0,0.00,0.00,0,0,1,0,1,0,236,278,283,225,1000,34000,18,جوانه كوچك,29771,2.33,29800,2.43,20260826,20260916,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا6013
ضجوا6014,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,38000,18,جوانه كوچك,29771,2.33,29800,2.43,20260826,20260916,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا6014
ضمخا7090,ITM,582,22,445449000.00,608190000.00,9698,0,765,3.94,740,0.54,37,741,860,142,1000,293,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,0,0,1,3100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7090
ضمخا7091,ITM,54,4,39795000.00,55385000.00,282,0,737,1.66,770,6.21,55,739,770,110,1000,313,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7091
ضمخا7092,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,100,0,0,1000,333,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7092
ضمخا7093,ITM,13,1,13000000.00,13585000.00,13,0,1000,99900,1000,99900,10,700,1000,333,1000,353,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7093
ضمخا7094,ITM,31,8,20384000.00,32395000.00,161100,0.02,658,10.03,640,7.02,3,640,719,2,1000,403,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7094
ضمخا7095,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,100,0,0,1000,453,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7095
ضمخا7096,ITM,0,0,0.00,0.00,2139,0,430,0,430,0,55,490,0,0,1000,503,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7096
ضمخا7097,ITM,0,0,0.00,0.00,12103,0,611,0,611,0,200,310,0,0,1000,553,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7097
ضمخا7098,ITM,11330,96,5088958000.00,11839850000.00,44318,0,449,-9.66,449,-9.66,300,450,460,100,1000,603,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7098
ضمخا7099,ITM,5610,93,2248942000.00,5862450000.00,128298,-1.11,401,5.25,395,3.67,273,390,418,209,1000,653,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,100,100,1,100,0,60,0,60,0,1,0.00,0.00,0,0,OTM,طمخا7099
ضمخا7100,ITM,105017,506,37915874000.00,109742765000.00,448619,-6.83,361,-1.90,374,1.63,1,357,372,100,1000,703,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7100
ضمخا7101,ITM,26230,221,8356368000.00,27410350000.00,471783,0.87,319,1.59,325,3.50,99,316,325,16,1000,753,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7101
ضمخا7102,ITM,21466,120,5259129000.00,22317020000.00,349438,1.92,245,13.43,244,12.96,40,231,244,450,1000,853,46,اخابر,1045,2.96,1045,2.96,20260613,20261014,749,130,6,3005,-11.29,55,0,62,0,1479,0.00,0.00,0,0,OTM,طمخا7102
ضمخا9013,ITM,173,9,111839000.00,180785000.00,27143,0,646,4.87,714,15.91,20,551,740,100,1000,500,102,اخابر,1045,2.96,1045,2.96,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9013
ضمخا9014,ITM,21,3,12440000.00,21945000.00,269,3.07,592,5.71,600,7.14,100,520,0,0,1000,550,102,اخابر,1045,2.96,1045,2.96,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9014
ضمخا9015,ITM,0,0,0.00,0.00,30,0,600,0,600,0,23,111,0,0,1000,600,102,اخابر,1045,2.96,1045,2.96,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9015
ضمخا9016,ITM,0,0,0.00,0.00,0,0,1,0,1,0,44,44,0,0,1000,650,102,اخابر,1045,2.96,1045,2.96,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9016
ضمخا9017,ITM,0,0,0.00,0.00,0,0,1,0,1,0,55,35,0,0,1000,700,102,اخابر,1045,2.96,1045,2.96,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9017
ضمخا9018,ITM,0,0,0.00,0.00,0,0,1,0,1,0,99,29,0,0,1000,750,102,اخابر,1045,2.96,1045,2.96,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9018
ضمخا9019,ITM,0,0,0.00,0.00,2058,0,499,0,499,0,100,256,1000,993,1000,800,102,اخابر,1045,2.96,1045,2.96,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9019
ضمخا9020,ITM,3598,34,1173771000.00,3759910000.00,130725,0.06,326,29.88,282,12.35,1000,280,329,44,1000,900,102,اخابر,1045,2.96,1045,2.96,20260815,20261209,0,0,4,244,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9020
ضمخا9021,ITM,0,0,0.00,0.00,0,0,1,0,1,0,1002,70,0,0,1000,1000,102,اخابر,1045,2.96,1045,2.96,20260815,20261209,0,0,6,266,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9021
ضمخا9022,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1,104,0,0,1000,1100,102,اخابر,1045,2.96,1045,2.96,20260815,20261209,0,0,11,111,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طمخا9022
ضمخا9023,OTM,0,0,0.00,0.00,0,0,1,0,1,0,111,11,0,0,1000,1200,102,اخابر,1045,2.96,1045,2.96,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طمخا9023
ضمخا9024,OTM,0,0,0.00,1015000.00,1016,0,127,0,127,0,1,134,300,2000,1000,1300,102,اخابر,1045,2.96,1045,2.96,20260815,20261209,0,0,11,111,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طمخا9024
ضمخا7103,ITM,24271,184,4315138000.00,24342230000.00,392652,0.71,178,17.11,161,5.92,700,162,165,1000,1000,953,46,اخابر,1045,2.96,1045,2.96,20260816,20261014,1000,240,10,291,0,150,0,150,0,201,0.00,0.00,0,0,OTM,طمخا7103
ضمخا7104,OTM,20560,88,2587563000.00,21485200000.00,104781,14.65,126,9.57,121,5.22,1000,118,121,100,1000,1053,46,اخابر,1045,2.96,1045,2.96,20260816,20261014,1000,300,10,50,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طمخا7104
ضمخا7105,OTM,0,0,0.00,0.00,0,0,1,0,1,0,0,0,0,0,1000,1153,46,اخابر,1045,2.96,1045,2.96,20260831,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طمخا7105
ضمخا7106,OTM,0,0,0.00,0.00,0,0,1,0,1,0,0,0,0,0,1000,1253,46,اخابر,1045,2.96,1045,2.96,20260831,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طمخا7106
ضملي7061,ITM,1057,102,17783659155.00,29765479380.00,16698,-4.39,12272,3.98,12500,5.91,50,12290,12949,1,1371,8422,32,فملي,20540,2.96,20540,2.96,20260610,20260930,3,95,4,497,-95.79,4,75.79,167,294.12,134,2956835700.00,24011694.00,3,105,OTM,طملي7061
ضملي7062,ITM,72,10,1143420855.00,2027544480.00,678,-4.37,11583,4.83,11800,6.80,20,11200,12900,1,1371,9151,32,فملي,20540,2.96,20540,2.96,20260610,20260930,0,0,18,12,4900,50,4600,47,229.89,287,6702160920.00,15558108.00,8,239,OTM,طملي7062
ضملي7063,ITM,58,4,858865692.00,1633299720.00,1747,-0.96,10801,4.54,11900,15.18,10,10863,11900,4,1371,9880,32,فملي,20540,2.96,20540,2.96,20260610,20260930,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي7063
ضملي7064,ITM,207,18,3003468894.00,5829190380.00,1845,-8.21,10583,7.26,10154,2.91,2,10125,10600,15,1371,10609,32,فملي,20540,2.96,20540,2.96,20260610,20260930,16,145,1,100,-98,2,-98,2,35.71,19,140801700.00,13710.00,1,5,OTM,طملي7064
ضملي7065,ITM,43,10,560196084.00,1210894620.00,2856,-0.04,9502,5.52,9410,4.50,3,9406,0,0,1371,11339,32,فملي,20540,2.96,20540,2.96,20260610,20260930,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي7065
ضملي7066,ITM,276,28,3177329517.00,7772253840.00,7286,-0.63,8397,7.53,8221,5.28,5,8221,9140,5,1371,12797,32,فملي,20540,2.96,20540,2.96,20260610,20260930,0,0,10,431,22.22,11,0,9,0,2639,0.00,0.00,0,0,OTM,طملي7066
ضملي7067,ITM,448,41,4230246549.00,12615832320.00,18298,-0.03,6887,13.29,7000,15.15,100,6622,8000,21,1371,14255,32,فملي,20540,2.96,20540,2.96,20260610,20260930,50,70,9,964,-87.14,9,-85.71,10,866.67,58,1661460060.00,769131.00,10,59,OTM,طملي7067
ضملي7068,ITM,2387,149,18268180152.00,67218731580.00,43484,-0.06,5582,21.14,5894,27.91,19,5894,5895,39,1371,15714,32,فملي,20540,2.96,20540,2.96,20260610,20260930,22,74,63,22,0,75,-12,66,2.32,2606,7546971120.00,24348960.00,24,268,OTM,طملي7068
ضملي7069,ITM,1896,139,11035595784.00,53392004640.00,25844,-0.80,4245,22.26,4499,29.58,9,4499,4539,10,1371,17172,32,فملي,20540,2.96,20540,2.96,20260610,20260930,100,500,193,850,-3.85,200,-3.85,200,0,479,2816034000.00,27420000.00,8,100,OTM,طملي7069
ضملي7070,ITM,10341,438,44453166900.00,291206075940.00,57979,-1.83,3135,39.40,3295,46.51,20,3251,3300,3,1371,18630,32,فملي,20540,2.96,20540,2.96,20260610,20260930,259,590,304,5,3.97,550,1.89,539,-6.65,2569,6561359220.00,172266150.00,22,233,OTM,طملي7070
ضملي7071,ITM,29404,915,85922618274.00,828026637360.00,66694,12.74,2131,43.12,2252,51.24,30,2221,2280,1,1371,20089,32,فملي,20540,2.96,20540,2.96,20260610,20260930,212,1093,811,41,-4.52,950,-13.07,865,1.44,6630,70485331020.00,2968541298.00,89,2503,OTM,طملي7071
ضملي7072,OTM,48570,1028,81570131994.00,1367747713800.00,187430,8.37,1225,43.95,1365,60.40,1,1352,1370,23,1371,21547,32,فملي,20540,2.96,20540,2.96,20260610,20260930,5,1799,1606,17,-19.50,1606,-19.05,1615,3.12,6939,42071547960.00,3317129016.00,92,1498,ITM,طملي7072
ضملي9033,ITM,1102,42,12332390000.00,22635080000.00,13627,1.78,11191,-0.77,12800,13.50,1,12126,12800,2,1000,10000,88,فملي,20540,2.96,20540,2.96,20260808,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9033
ضملي9034,ITM,13,3,157150000.00,267020000.00,2678,0,12088,17.31,12100,17.43,20,11000,12490,11,1000,11000,88,فملي,20540,2.96,20540,2.96,20260808,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9034
ضملي9035,ITM,10,5,100110000.00,205400000.00,325,0,10011,1.69,10010,1.68,4,10086,21050,11,1000,12000,88,فملي,20540,2.96,20540,2.96,20260808,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9035
ضملي9036,ITM,2,2,19990000.00,41080000.00,1731,0,9995,-11.09,8000,-28.84,4,9181,12990,1,1000,13000,88,فملي,20540,2.96,20540,2.96,20260808,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9036
ضملي9037,ITM,20,4,180000000.00,410800000.00,2282,-0.04,9000,0,9000,0,4,8277,13000,1,1000,14000,88,فملي,20540,2.96,20540,2.96,20260808,20261125,0,0,19,99,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9037
ضملي9038,ITM,5,2,40001000.00,102700000.00,752,0,8000,0,8001,0.01,10,6011,21050,11,1000,15000,88,فملي,20540,2.96,20540,2.96,20260808,20261125,0,0,29,99,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9038
ضملي9039,ITM,241,20,1492940000.00,4950140000.00,1981,0.76,6195,-11.12,7606,9.12,2,7606,8484,3,1000,16000,88,فملي,20540,2.96,20540,2.96,20260808,20261125,20,6785,350,20,0,4890,0,4890,0,1,0.00,0.00,0,0,OTM,طملي9039
ضملي9040,ITM,33,6,221983000.00,677820000.00,2112,0.14,6727,12.12,7000,16.67,15,5555,7850,10,1000,18000,88,فملي,20540,2.96,20540,2.96,20260808,20261125,0,0,500,20,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9040
ضملي9041,ITM,110,7,600700000.00,2259400000.00,978,12.28,5461,22.86,5500,23.73,1,4410,5500,19,1000,20000,88,فملي,20540,2.96,20540,2.96,20260808,20261125,0,0,1000,15,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9041
ضملي9042,OTM,579,25,1707971000.00,11892660000.00,3196,-1.51,2950,6.38,3800,37.04,3,3260,3800,133,1000,22000,88,فملي,20540,2.96,20540,2.96,20260808,20261125,0,0,1500,20,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طملي9042
ضملي9043,OTM,1886,67,4061198000.00,38738440000.00,9154,17.09,2153,11.55,2244,16.27,300,2021,2245,100,1000,24000,88,فملي,20540,2.96,20540,2.96,20260808,20261125,0,0,2004,150,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طملي9043
ضشنا6036,ITM,1948,44,17474623000.00,24466880000.00,12917,13.61,8971,-0.32,8950,-0.56,5,8800,8970,50,1000,3760,11,شپنا,12560,2.95,12560,2.95,20260610,20260909,3599,6,1,100,50,6,75,7,0.09,49877,4433680000.00,2425000.00,9,353,OTM,طشنا6036
ضشنا6037,ITM,736,21,6234561000.00,9244160000.00,3718,20.71,8471,0.39,8400,-0.45,5,8400,8500,2,1000,4260,11,شپنا,12560,2.95,12560,2.95,20260610,20260909,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا6037
ضشنا6038,ITM,17,3,135191000.00,213520000.00,399,-1.72,7952,0.73,7999,1.33,9,7300,8230,4,1000,4760,11,شپنا,12560,2.95,12560,2.95,20260610,20260909,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا6038
ضشنا6039,ITM,100,6,749100000.00,1256000000.00,6030,0.43,7491,1.99,7491,1.99,10,6502,7548,1,1000,5260,11,شپنا,12560,2.95,12560,2.95,20260610,20260909,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا6039
ضشنا6040,ITM,138,10,985474000.00,1733280000.00,1365,8.51,7141,0.92,7996,13.00,27,4659,7996,14,1000,5760,11,شپنا,12560,2.95,12560,2.95,20260610,20260909,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا6040
ضشنا6041,ITM,0,0,0.00,23595000.00,982,0,6554,0,6555,0.02,3,6000,7560,3,1000,6260,11,شپنا,12560,2.95,12560,2.95,20260610,20260909,0,0,1,99,0,1,0,1,0,1,0.00,0.00,0,0,OTM,طشنا6041
ضشنا6042,ITM,295,9,1754143000.00,3705200000.00,15272,-0.16,5946,0.46,5800,-2.01,1,5700,5800,23,1000,6760,11,شپنا,12560,2.95,12560,2.95,20260610,20260909,0,0,1,99,0,1,0,1,0,1,12560000.00,1000.00,1,1,OTM,طشنا6042
ضشنا6043,ITM,269,26,1442876000.00,3378640000.00,15397,-1.09,5364,-0.98,5375,-0.78,51,5301,5375,1,1000,7260,11,شپنا,12560,2.95,12560,2.95,20260610,20260909,38,20,1,90,0,1,0,1,26.32,48,125600000.00,10000.00,1,10,OTM,طشنا6043
ضشنا6044,ITM,2272,122,9661100000.00,28536320000.00,148803,0,4252,-4.47,4347,-2.34,12,4321,4369,12,1000,8260,11,شپنا,12560,2.95,12560,2.95,20260610,20260909,2000,10,5,811,11.11,10,-22.22,7,0.92,13953,6443280000.00,3599000.00,14,513,OTM,طشنا6044
ضشنا6045,ITM,11374,235,38612381000.00,142857440000.00,244823,-1.16,3395,-1.77,3411,-1.30,20,3252,3411,345,1000,9260,11,شپنا,12560,2.95,12560,2.95,20260610,20260909,1513,18,5,16000,-38.89,11,-33.33,12,5.50,212187,416200720000.00,406666000.00,90,33137,OTM,طشنا6045
ضشنا6046,ITM,51820,883,127819838000.00,650859200000.00,253384,-4.73,2467,-3.63,2520,-1.56,10,2356,2527,10,1000,10260,11,شپنا,12560,2.95,12560,2.95,20260610,20260909,1000,41,24,6,-34.29,23,-20,28,4.76,124233,178703680000.00,398998000.00,76,14228,OTM,طشنا6046
ضشنا6047,ITM,157486,1719,251255815000.00,1976403920000.00,545370,-2.16,1595,-5.23,1601,-4.87,38,1600,1627,50,1000,11260,11,شپنا,12560,2.95,12560,2.95,20260610,20260909,187,103,84,1,-28.17,102,-27.46,103,30.99,53451,220038640000.00,1811220000.00,154,17519,OTM,طشنا6047
ضشنا6048,ITM,108537,1162,100237060000.00,1363224720000.00,287370,7.43,924,0.11,921,-0.22,31,920,933,100,1000,12260,11,شپنا,12560,2.95,12560,2.95,20260712,20260909,5,644,101,10,-11.07,466,4.20,546,5.97,1811,1959360000.00,85104000.00,23,156,OTM,طشنا6048
ضشنا6049,OTM,17921,210,7777639000.00,225087760000.00,72293,2.97,434,12.73,465,20.78,124,431,465,5,1000,13260,11,شپنا,12560,2.95,12560,2.95,20260712,20260909,0,0,900,10,-40.41,1000,-50.36,833,9.09,12,150720000.00,10000000.00,3,12,ITM,طشنا6049
ضشنا6050,OTM,207732,536,20383567000.00,2609113920000.00,462183,32.39,98,22.50,100,25.00,1509,99,100,2,1000,14260,11,شپنا,12560,2.95,12560,2.95,20260712,20260909,0,0,1,100,-3.85,2500,0,2600,0,38,0.00,0.00,0,0,ITM,طشنا6050
